class_name	slot_group	slot_uri	title	name	range	range_2	identifier	multivalued	required	recommended	minimum_value	maximum_value	pattern	structured_pattern	description	comments	examples	EXPORT_BIOSAMPLE	EXPORT_NCBI_BIOSAMPLE_Enterics	EXPORT_NCBI_ANTIBIOGRAM	EXPORT_ENA_ANTIBIOGRAM						
AMRTest	Key	GENEPIO:0100456	isolate_ID	isolate_id	GRDIIsolate				TRUE						The user-defined name for the sample.	The sample_ID should represent the identifier assigned to the sample at time of collection, for which all the descriptive information applies. If the original sample_ID is unknown or cannot be provided, leave blank or provide a null value.	ABCD123	sample_name	*sample_name	*sample_name							
	Antimicrobial resistance		antimicrobial_drug	antimicrobial_drug	AntimicrobialResistanceTestDrugMenu				TRUE						The drug which the pathogen was exposed to.	Select a drug from the pick list provided.	ampicillin										
	Antimicrobial resistance		resistance_phenotype	resistance_phenotype	AntimicrobialPhenotypeMenu	NullValueMenu				TRUE					The antimicrobial resistance phenotype, as determined by the antibiotic susceptibility measurement and testing standard for this antibiotic	Select a phenotype from the pick list provided.	Susceptible antimicrobial phenotype [ARO:3004302]										
	Antimicrobial resistance		measurement	measurement	WhitespaceMinimizedString	NullValueMenu			TRUE						The measured value of amikacin resistance. 	This field should only contain a number (either an integer or a number with decimals).	4										
	Antimicrobial resistance		measurement_units	measurement_units	AntimicrobialMeasurementUnitsMenu	NullValueMenu			TRUE						The units of the antimicrobial resistance measurement. 	Select the units from the pick list provided. Use the Term Request System to request the addition of other units if necessary. 	ug/mL [UO:0000274]										
	Antimicrobial resistance		measurement_sign	measurement_sign	AntimicrobialMeasurementSignMenu	NullValueMenu			TRUE						The qualifier associated with the antimicrobial resistance measurement	Select the comparator sign from the pick list provided. Use the Term Request System to request the addition of other signs if necessary. 	greater than (>) [GENEPIO:0001006]										
	Antimicrobial resistance		laboratory_typing_method	laboratory_typing_method	AntimicrobialLaboratoryTypingMethodMenu	NullValueMenu									The general method used for antimicrobial susceptibility testing.	Select a typing method from the pick list provided. Use the Term Request System to request the addition of other methods if necessary.	Broth dilution [ARO:3004397]										
	Antimicrobial resistance		laboratory_typing_platform	laboratory_typing_platform	AntimicrobialLaboratoryTypingPlatformMenu	NullValueMenu									The brand/platform used for antimicrobial susceptibility testing.	Select a typing platform from the pick list provided. Use the Term Request System to request the addition of other platforms if necessary.	Sensitire [ARO:3004402]										
	Antimicrobial resistance		laboratory_typing_platform_version	laboratory_typing_platform_version	WhitespaceMinimizedString	NullValueMenu									The specific name and version of the plate, panel, or other platform used for antimicrobial susceptibility testing.	Include any additional information about the antimicrobial susceptibility test such as the drug panel details.	CMV3AGNF										
	Antimicrobial resistance		vendor_name	vendor_name	AntimicrobialVendorName	NullValueMenu									The name of the vendor of the testing platform used.	Provide the full name of the company (avoid abbreviations).	Sensititre										
	Antimicrobial resistance		testing_standard	testing_standard	AntimicrobialTestingStandardMenu	NullValueMenu				TRUE					The testing standard used for determination of resistance phenotype	Select a testing standard from the pick list provided.	Clinical Laboratory and Standards Institute (CLSI) [ARO:3004366]										
	Antimicrobial resistance		testing_standard_version	testing_standard_version	WhitespaceMinimizedString										The version number associated with the testing standard used for determination of antimicrobial resistance phenotype. If applicable, include a version number for the testing standard used.	If applicable, include a version number for the testing standard used.	M100										
	Antimicrobial resistance		testing_standard_details	testing_standard_details	WhitespaceMinimizedString										Additional details associated with the testing standard used for determination of antimicrobial resistance phenotype	This information may include the year or location where the testing standard was published. If not applicable, leave blank.	27th ed. Wayne, PA: Clinical and Laboratory Standards Institute; 2017.										
	Antimicrobial resistance		susceptible_breakpoint	susceptible_breakpoint	WhitespaceMinimizedString										The maximum measurement, in the units specified in the “antibiotic_measurement_units” field, for a sample to be considered “sensitive” to this antimicrobial.	This field should only contain a number (either an integer or a number with decimals), since the “<=” qualifier is implied.	8										
	Antimicrobial resistance		intermediate_breakpoint	intermediate_breakpoint	WhitespaceMinimizedString										The intermediate measurement(s), in the units specified in the “AMR_measurement_units” field, where a sample would be considered to have an “intermediate” phenotype for this antimicrobial.		16										
	Antimicrobial resistance		resistant_breakpoint	resistant_breakpoint	WhitespaceMinimizedString										The minimum measurement, in the units specified in the “antibiotic_measurement_units” field, for a sample to be considered “resistant” to this antimicrobial.	This field should only contain a number (either an integer or a number with decimals), since the “>=” qualifier is implied.	32										
																											
