Ontology ID	Meaning (LinkML)	parent class	label	datatype	source	data status	requirement	min value	max value	capitalize	pattern	description	guidance	examples	EXPORT_GISAID	EXPORT_CNPHI	EXPORT_NML_LIMS	EXPORT_BIOSAMPLE	EXPORT_VirusSeq_Portal
HP:0033677		Respiratory failure	            Adult respiratory distress syndrome																
MONDO:0009971		Respiratory failure	            Newborn respiratory distress syndrome																
MONDO:0018076		Respiratory disorder	      Tuberculosis																
		pre-existing conditions and risk factors	Postpartum (≤6 weeks)																
NCIT:C25742		pre-existing conditions and risk factors	Pregnancy																
MONDO:0005554		pre-existing conditions and risk factors	Rheumatic disease																
MONDO:0011382		pre-existing conditions and risk factors	Sickle cell disease																
NBO:0001845		pre-existing conditions and risk factors	Substance use																
MONDO:0002046		Substance use	      Alcohol abuse																
		Substance use	      Drug abuse																
		Drug abuse	            Injection drug abuse																
NBO:0015005		Substance use	      Smoking																
NBO NTR		Substance use	      Vaping																
HP:0002789		pre-existing conditions and risk factors	Tachypnea (accelerated respiratory rate)																
NCIT:C159659		pre-existing conditions and risk factors	Transplant																
NCIT:C131759		Transplant	      Hematopoietic stem cell transplant (bone marrow transplant)																
		Transplant	      Cardiac transplant																
NCIT:C157332		Transplant	      Kidney transplant																
		Transplant	      Liver transplant																
																			
GENEPIO		variant designation	Variant of Concern (VOC)																
GENEPIO		variant designation	Variant of Interest (VOI)																
		variant designation	Variant Under Monitoring																
																			
CIDO:0000019		variant evidence	RT-qPCR																
CIDO:0000027		variant evidence	Sequencing																
																			
																			
HP:0500165		complications	Abnormal blood oxygen level																
MONDO:0001208		complications	Acute respiratory failure																
HP:0011675		complications	Arrhythmia (complication)																
HP:0001649		Arrhythmia (complication)	      Tachycardia																
HP:0031677		Tachycardia	            Polymorphic ventricular tachycardia (VT)																
HP NTR		Tachycardia	            Tachyarrhythmia																
HP NTR		complications	Noncardiogenic pulmonary edema																
HP:0033677		Noncardiogenic pulmonary edema	      Acute respiratory distress syndrome (ARDS)																
NCIT:C171551		Acute respiratory distress syndrome (ARDS)	            COVID-19 associated ARDS (CARDS)																
HP NTR		Acute respiratory distress syndrome (ARDS)	            Neurogenic pulmonary edema (NPE)																
NCIT:C45430		complications	Cardiac injury																
HP:0001695		complications	Cardiac arrest																
HP:0030149		complications	Cardiogenic shock																
HP:0001977		complications	Blood clot																
HP:0004420		Blood clot	      Arterial clot																
HP:0002625		Blood clot	      Deep vein thrombosis (DVT)																
HP:0002204		Blood clot	      Pulmonary embolism (PE)																
HP:0001638		complications	Cardiomyopathy																
MONDO:0024619		complications	Central nervous system invasion																
HP:0001297		complications	Stroke (complication)																
MONDO:0003346		Stroke (complication)	      Central Nervous System Vasculitis																
HP:0002140		Stroke (complication)	       Acute ischemic stroke																
HP:0001259		complications	Coma																
HP:0011097		complications	Convulsions																
HP NTR		complications	COVID-19 associated coagulopathy (CAC)																
MONDO:0009061		complications	Cystic fibrosis																
MONDO:0600008		complications	Cytokine release syndrome																
MPATH:108		complications	Disseminated intravascular coagulation (DIC)																
HP:0001298		complications	Encephalopathy																
HP NTR		complications	Fulminant myocarditis																
MONDO:0016218		complications	Guillain-Barré syndrome																
HP:0011029		complications	Internal hemorrhage (complication; internal bleeding)																
MONDO:0013792		Internal hemorrhage (complication; internal bleeding)	      Intracerebral haemorrhage																
HP NTR		complications	Kawasaki disease																
HP NTR		Kawasaki disease	      Complete Kawasaki disease																
HP NTR		Kawasaki disease	      Incomplete Kawasaki disease																
HP:0001919		complications	Acute kidney injury																
MONDO:0100233		complications	Long COVID-19																
HP:0001410		complications	Liver dysfunction																
HP NTR		Liver dysfunction	      Acute liver injury																
MONDO:0015796		complications	Acute lung injury																
HP NTR		Acute lung injury	      Ventilation induced lung injury (VILI)																
HP:0001287		complications	Meningitis																
HP:0002076		complications	Migraine																
HP:0005268		complications	Miscarriage																
MONDO:0100163		complications	Multisystem inflammatory syndrome in children (MIS-C)																
HP NTR		complications	Muscle injury																
MONDO:0005404		complications	Myalgic encephalomyelitis (ME)																
MONDO:0005068		complications	Myocardial infarction (heart attack)																
MONDO:0004781		Myocardial infarction (heart attack)	      Acute myocardial infarction																
MONDO:0041656		Myocardial infarction (heart attack)	      ST-segment elevation myocardial infarction																
HP NTR		complications	Myocardial injury																
NCIT:C168498		complications	Neonatal complications																
HP NTR		complications	Organ failure																
HP:0001635		Organ failure	      Heart failure																
MONDO:0100192		Organ failure	      Liver failure																
HP:0003470		complications	Paralysis																
HP:0002107		complications	Pneumothorax (collapsed lung)																
HP:0002108		Pneumothorax (collapsed lung)	      Spontaneous pneumothorax																
MONDO:0002075		Pneumothorax (collapsed lung)	      Spontaneous tension pneumothorax																
HP:0002090		complications	Pneumonia (complication)																
NCIT:C171550		Pneumonia (complication)	      COVID-19 pneumonia																
HP:0001197		complications	Pregancy complications																
HP:0003201		complications	Rhabdomyolysis																
IDO:0000567		complications	Secondary infection																
IDO NTR		Secondary infection	      Secondary staph infection																
IDO NTR		Secondary infection	      Secondary strep infection																
HP:0001250		complications	Seizure (complication)																
HP:0020219		Seizure (complication)	      Motor seizure																
HP:0100806		complications	Sepsis/Septicemia																
IDO:0000636		Sepsis/Septicemia	      Sepsis																
NCIT:C3364		Sepsis/Septicemia	      Septicemia																
HP:0031273		complications	Shock																
HP NTR		Shock	      Hyperinflammatory shock																
HP NTR		Shock	      Refractory cardiogenic shock																
HP NTR		Shock	      Refractory cardiogenic plus vasoplegic shock																
HP NTR		Shock	      Septic shock																
HP:0002633		complications	Vasculitis																
																			
																			
		vaccination dose 1 vaccine name	Moderna (Spikevax)																
		vaccination dose 1 vaccine name	Pfizer-BioNTech (Comirnaty)																
		vaccination dose 1 vaccine name	Pfizer-BioNTech (Comirnaty Pediatric)																
		vaccination dose 1 vaccine name	Johnson & Johnson (Janssen)																
		vaccination dose 1 vaccine name	Astrazeneca (Vaxzevria)																
																			
																			
UBERON:0000178		anatomical material	Blood																
UBERON:0006314		anatomical material	Fluid																
UBERON:0001836		Fluid	      Saliva																
UBERON:0001359		Fluid	      Fluid (cerebrospinal (CSF))																
UBERON:0002409		Fluid	      Fluid (pericardial)																
UBERON:0001087		Fluid	      Fluid (pleural)																
UBERON:0036243		Fluid	      Fluid (vaginal)																
UBERON:0000173		Fluid	      Fluid (amniotic)																
UBERON:0000479		anatomical material	Tissue																
																			
																			
																			
UBERON:0001245		anatomical part	Anus																
UBERON:0006956 		anatomical part	Buccal mucosa																
UBERON:0002114		anatomical part	Duodenum																
UBERON:0000970		anatomical part	Eye																
		anatomical part	Intestine																
UBERON:0001052		anatomical part	Rectum																
UBERON:0001003		anatomical part	Skin																
UBERON:0000945		anatomical part	Stomach																
UBERON:0001557		anatomical part	Upper respiratory tract																
UBERON:2001427		Upper respiratory tract	      Anterior Nares																
UBERON:0001043		Upper respiratory tract	      Esophagus																
UBERON:0002453		Upper respiratory tract	      Ethmoid sinus																
UBERON:0001707 		Upper respiratory tract	      Nasal Cavity																
UBERON:0005921 		Nasal Cavity	           Middle Nasal Turbinate																
UBERON:0005922		Nasal Cavity	           Inferior Nasal Turbinate																
UBERON:0001728		Upper respiratory tract	      Nasopharynx (NP)																
UBERON:0001729		Upper respiratory tract	      Oropharynx (OP)																
UBERON:0001558		anatomical part	Lower respiratory tract																
UBERON:0002185 		Lower respiratory tract	      Bronchus																
UBERON:0002048		Lower respiratory tract	      Lung																
UBERON:0002186		Lung	           Bronchiole																
UBERON:0002169		Lung	           Alveolar sac																
UBERON:0009778 		Lower respiratory tract	      Pleural sac																
UBERON:0002402		Pleural sac	           Pleural cavity																
UBERON:0003126		Lower respiratory tract	      Trachea																
																			
																			
																			
																			
UBERON:0001988		body product	Feces																
UBERON:0001088		body product	Urine																
UBERON:0001089		body product	Sweat																
UBERON:0000912		body product	Mucus																
UBERON:0007311		Mucus	      Sputum																
UBERON:0001827		body product	Tear																
UBERON:0006530		body product	Fluid (seminal)																
UBERON:0001913		body product	Breast Milk																
																			
		prior SARS-CoV-2 infection	Prior antiviral treatment																
		prior SARS-CoV-2 infection	No prior antiviral treatment																
																			
																			
ENVO:03501208		environmental material	Air vent																
ENVO:00003896		environmental material	Banknote																
ENVO:03501209		environmental material	Bed rail																
ENVO:01000486		environmental material	Building floor																
ENVO:02000058		environmental material	Cloth																
ENVO:03501210		environmental material	Control panel																
ENVO:03501220		environmental material	Door  																
ENVO:03501211		environmental material	Door handle																
OBI:0002787		environmental material	Face mask																
OBI:0002791		environmental material	Face shield																
FOODON:00002403		environmental material	Food																
FOODON:03490100		environmental material	Food packaging																
ENVO:01000481		environmental material	Glass																
ENVO:03501212		environmental material	Handrail																
OBI:0002792		environmental material	Hospital gown																
ENVO:03501213		environmental material	Light switch																
ENVO:03501214		environmental material	Locker																
OBI:0002790		environmental material	N95 mask																
ENVO:03501215		environmental material	Nurse call button 																
ENVO:03501256		environmental material	Paper																
ENVO:01000060		environmental material	Particulate matter																
ENVO:01000404		environmental material	Plastic																
OBI NTR?		environmental material	PPE gown																
ENVO:00002018		environmental material	Sewage																
ENVO:01000990		environmental material	Sink																
ENVO:00001998		environmental material	Soil																
ENVO:03501216		environmental material	Stainless steel																
ENVO:03501217		environmental material	Tissue paper																
ENVO:03501218		environmental material	Toilet bowl																
ENVO:00002006		environmental material	Water																
ENVO:00002001		environmental material	     Wastewater																
ENVO:03501219		environmental material	Window																
ENVO:00002040		environmental material	Wood																
																			
ENVO:03501135		environmental site	Acute care facility																
ENVO:00003040		environmental site	Animal house																
ENVO:01000422		environmental site	Bathroom																
ENVO:03501136		environmental site	Clinical assessment centre																
ENVO:03501127		environmental site	Conference venue																
ENVO:03501121		environmental site	Corridor																
ENVO:01000927		environmental site	Daycare																
ENVO:03501144		environmental site	Emergency room (ER)																
ENVO:03501186		environmental site	Family practice clinic																
ENVO:03501196		environmental site	Group home																
ENVO:03501133		environmental site	Homeless shelter																
ENVO:00002173		environmental site	Hospital																
ENVO:03501152		environmental site	Intensive Care Unit (ICU)																
ENVO:03501194		environmental site	Long Term Care Facility																
ENVO:03501180		environmental site	Patient room																
ENVO:03501204		environmental site	Prison																
ENVO:01000536		environmental site	Production Facility																
ENVO:03501130		environmental site	School																
ENVO:00003043		environmental site	Sewage Plant																
ENVO:03501109		environmental site	Subway train																
ENVO:03501198		environmental site	Wet market																
																			
																			
OBI NTR		collection method	Amniocentesis																
OBI NTR		collection method	Aspiration																
OBI NTR		Aspiration	     Suprapubic Aspiration																
OBI NTR		Aspiration	     Tracheal aspiration																
OBI NTR		Aspiration	     Vacuum Aspiration																
OBI:0002650		collection method	Biopsy																
OBI:0002651		Biopsy	     Needle Biopsy																
OBI:0302885		collection method	Filtration																
OBI NTR		Filtration	      Air filtration																
OBI:0600044 		collection method	Lavage																
OBI NTR		Lavage	     Bronchoalveolar lavage (BAL)																
OBI NTR		Lavage	     Gastric Lavage																
OBI NTR		collection method	Lumbar Puncture																
OBI NTR		collection method	Necropsy																
OBI NTR		collection method	Phlebotomy																
OBI NTR		collection method	Rinsing																
OBI NTR		Rinsing	     Saline gargle (mouth rinse and gargle)																
OBI NTR		collection method	Scraping																
OBI NTR		collection method	Swabbing																
OBI NTR		Swabbing	     Finger Prick																
OBI NTR		collection method	Washout Tear Collection																
																			
																			
ENVO:00003968		collection device	Air filter																
OBI:0002859		collection device	Blood Collection Tube																
OBI:0002826		collection device	Bronchoscope																
OBI:0002088		collection device	Collection Container																
OBI NTR?		collection device	Collection Cup																
OBI:0002825		collection device	Fibrobronchoscope Brush																
ENVO NTR		collection device	Filter																
OBI:0002827		collection device	Fine Needle																
OBI:0002858		collection device	Microcapillary tube																
OBI:0001128		collection device	Micropipette																
OBI:0000436		collection device	Needle																
OBI:0002860		collection device	Serum Collection Tube																
OBI:0002861		collection device	Sputum Collection Tube																
OBI:0002831		collection device	Suction Catheter																
OBI NTR?		collection device	Swab																
OBI:0002862		collection device	Urine Collection Tube																
OBI:0002866		collection device	Virus Transport Medium																
																			
																			
NCBITaxon:9606		host (scientific name)	Homo sapiens														Human		
NCBITaxon:9913		host (scientific name)	Bos taurus																
NCBITaxon:9615 		host (scientific name)	Canis lupus familiaris																
NCBITaxon:9397		host (scientific name)	Chiroptera																
NCBITaxon:8930		host (scientific name)	Columbidae																
NCBITaxon:9685		host (scientific name)	Felis catus																
NCBITaxon:9031		host (scientific name)	Gallus gallus																
NCBITaxon:9973		host (scientific name)	Manis																
NCBITaxon:9974		host (scientific name)	Manis javanica																
NCBITaxon:452646		host (scientific name)	Neovison vison																
NCBITaxon:9689		host (scientific name)	Panthera leo																
NCBITaxon:9694		host (scientific name)	Panthera tigris																
NCBITaxon:58055 		host (scientific name)	Rhinolophidae																
NCBITaxon:59477		host (scientific name)	Rhinolophus affinis																
NCBITaxon:9825		host (scientific name)	Sus scrofa domesticus																
NCBITaxon:9673		host (scientific name)	Viverridae																
																			
																			
NCBITaxon:9606		host (common name)	Human																
NCBITaxon:9397		host (common name)	Bat																
NCBITaxon:9685		host (common name)	Cat																
NCBITaxon:9031		host (common name)	Chicken																
NCBITaxon:9673		host (common name)	Civets																
NCBITaxon:9913		host (common name)	Cow													bovine			
NCBITaxon:9615 		host (common name)	Dog																
NCBITaxon:9689		host (common name)	Lion																
NCBITaxon:452646		host (common name)	Mink																
NCBITaxon:9973		host (common name)	Pangolin																
NCBITaxon:9825		host (common name)	Pig													porcine			
NCBITaxon:8930		host (common name)	Pigeon																
NCBITaxon:9694		host (common name)	Tiger																
																			
																			
NCIT:C3833		host health state	Asymptomatic																
NCIT:C28554		host health state	Deceased																
NCIT:C115935		host health state	Healthy																
		host health state	Recovered																
		host health state	Symptomatic																
																			
																			
		host health status details	Hospitalized																
		Hospitalized	      Hospitalized (Non-ICU)																
		Hospitalized	      Hospitalized (ICU)																
		host health status details	Mechanical Ventilation																
		host health status details	Medically Isolated																
		Medically Isolated	      Medically Isolated (Negative Pressure)																
		host health status details	Self-quarantining																
																			
		host health outcome	Deceased																
		host health outcome	Deteriorating																
		host health outcome	Recovered																
		host health outcome	Stable																
																			
NCBITaxon:2697049		organism	Severe acute respiratory syndrome coronavirus 2																
NCBITaxon:2709072		organism	RaTG13																
NCBITaxon NTR		organism	RmYN02																
																			
																			
HSO:0000371		purpose of sampling	Cluster/Outbreak investigation																
HSO or NCIT NTR?		purpose of sampling	Diagnostic testing																
NCIT:c15429		purpose of sampling	Research																
HSO:0000268		purpose of sampling	Surveillance 																
																			
																			
See comment		purpose of sequencing	Baseline surveillance (random sampling)																
		purpose of sequencing	Targeted surveillance (non-random sampling)																
		Targeted surveillance (non-random sampling)	          Priority surveillance project																
		Priority surveillance project	                    Screening for Variants of Concern (VoC)																
		                    Screening for Variants of Concern (VoC)	                              Sample has epidemiological link to Variant of Concern (VoC)																
		                                Sample has epidemiological link to Variant of Concern (VoC)	                                      Sample has epidemiological link to Omicron Variant 																
		Priority surveillance project	                    Longitudinal surveillance (repeat sampling of individuals) 																
		Priority surveillance project	                    Re-infection surveillance 																
		Priority surveillance project	                    Vaccine escape surveillance																
		Priority surveillance project	                    Travel-associated surveillance																
		Travel-associated surveillance	                              Domestic travel surveillance																
		                              Domestic travel surveillance	                                     Interstate/ interprovincial travel surveillance																
		                              Domestic travel surveillance	                                     Intra-state/ intra-provincial travel surveillance																
		Travel-associated surveillance	                              International travel surveillance																
		Travel-associated surveillance	                                     Surveillance of international border crossing by air travel or ground transport																
		Travel-associated surveillance	                                     Surveillance of international border crossing by air travel																
		Travel-associated surveillance	                                     Surveillance of international border crossing by ground transport																
		Travel-associated surveillance	                                     Surveillance from international worker testing																
HSO:0000371		purpose of sequencing	Cluster/Outbreak investigation																
		Cluster/Outbreak investigation	          Multi-jurisdictional outbreak investigation																
		Cluster/Outbreak investigation	          Intra-jurisdictional outbreak investigation																
NCIT:c15429		purpose of sequencing	Research																
		Research	          Viral passage experiment																
		Research	          Protocol testing experiment																
																			
																			
OBI NTR?		specimen processing	Virus passage																
OBI NTR?		specimen processing	RNA re-extraction (post RT-PCR)																
OBI:0600016		specimen processing	Specimens pooled																
																			
BTO NTR		lab host	293/ACE2 cell line																
BTO:0000195 		lab host	Caco2 cell line																
BTO:0002750		lab host	Calu3 cell line																
BTO NTR		lab host	EFK3B cell line																
BTO:0002181		lab host	HEK293T cell line																
BTO NTR		lab host	HRCE cell line																
BTO:0001950		lab host	Huh7 cell line																
CLO:0007330		lab host	LLCMk2 cell line																
BTO:0000836 		lab host	MDBK cell line																
BTO:0002924		lab host	NHBE cell line																
BTO:0001865		lab host	PK-15 cell line																
BTO:0002909		lab host	RK-13 cell line																
BTO:0002035		lab host	U251 cell line																
BTO:0001444 		lab host	Vero cell line																
BTO:0004755		lab host	   Vero E6 cell line																
BTO NTR		lab host	      VeroE6/TMPRSS2 cell line																
																			
MONDO:0100096		host disease	COVID-19																
																			
GENEPIO NTR		host age bin	0 - 9																
GENEPIO NTR		host age bin	10 - 19																
GENEPIO NTR		host age bin	20 - 29																
GENEPIO NTR		host age bin	30 - 39																
GENEPIO NTR		host age bin	40 - 49																
GENEPIO NTR		host age bin	50 - 59																
GENEPIO NTR		host age bin	60 - 69																
GENEPIO NTR		host age bin	70 - 79																
GENEPIO NTR		host age bin	80 - 89																
GENEPIO NTR		host age bin	90 - 99																90+
GENEPIO NTR		host age bin	100+																90+
																			
NCIT:C46110		host gender	Female																
NCIT:C46109		host gender	Male																
GSSO:000132		host gender	Non-binary gender																
GSSO:004004		host gender	Transgender (assigned male at birth)																
GSSO:004005		host gender	Transgender (assigned female at birth)																
		host gender	Undeclared																
		host gender	Unknown																
																			
PCO NTR		exposure event	Mass Gathering																
PCO NTR		Mass Gathering	      Agricultural Event																
PCO NTR		Mass Gathering	      Convention																
PCO NTR		Mass Gathering	      Convocation																
PCO NTR		Mass Gathering	      Recreational Event																
PCO NTR		Recreational Event	            Concert																
PCO NTR		Recreational Event	            Sporting Event																
PCO NTR		exposure event	Religious Gathering																
PCO NTR		Religious Gathering	      Mass																
PCO:0000033		exposure event	Social Gathering																
PCO:0000039		Social Gathering	      Baby Shower																
PCO:0000034		Social Gathering	      Community Event																
PCO NTR		Social Gathering	      Family Gathering																
PCO NTR		Family Gathering	            Family Reunion																
PCO NTR		Social Gathering	      Funeral																
PCO:0000035		Social Gathering	      Party																
PCO:0000037		Social Gathering	      Potluck																
PCO:0000038		Social Gathering	      Wedding																
NCIT:C168623		exposure event	Other exposure event																
																			
																			
NCIT NTR?		exposure contact level	Contact with infected individual																
NCIT NTR?		Contact with infected individual	      Direct contact (direct human-to-human contact)																
NCIT NTR?		Contact with infected individual	      Indirect contact																
NCIT NTR?		Indirect contact	           Close contact (face-to-face, no direct contact) 																
NCIT:C102606		Indirect contact	           Casual contact																
																			
																			
OMRSE NTR		host role	Attendee																
OMRSE:00000058		Attendee	      Student																
OMRSE:00000030		host role	Patient																
OMRSE NTR		Patient	      Inpatient																
OMRSE NTR		Patient	      Outpatient																
OMRSE NTR		host role	Passenger																
OMRSE NTR		host role	Resident																
OMRSE NTR		host role	Visitor																
OMRSE NTR		host role	Volunteer																
OMRSE NTR		host role	Work																
OMRSE NTR		Work	      Administrator																
OMRSE NTR		Work	      First Responder																
OMRSE NTR		First Responder	            Firefighter																
OMRSE NTR		First Responder	            Paramedic																
OMRSE NTR		First Responder	            Police Officer																
OMRSE NTR		Work	      Child Care/Education Worker																
OMRSE NTR		Work	      Essential Worker																
OMRSE NTR		Work	      Healthcare Worker																
OMRSE:00000014		Healthcare Worker	            Nurse																
OMRSE NTR		Healthcare Worker	      Personal Care Aid																
OMRSE NTR		Healthcare Worker	      Pharmacist																
OMRSE:00000050		Healthcare Worker	      Physician																
OMRSE NTR		Work	      Housekeeper																
OMRSE NTR		Work	      International worker																
OMRSE NTR		Work	      Kitchen Worker																
OMRSE NTR		Work	      Laboratory Worker																
OMRSE NTR		Work	      Rotational Worker																
OMRSE NTR		Work	      Seasonal Worker																
OMRSE NTR		Work	      Transport Worker																
OMRSE NTR		Transport Worker	           Transport Truck Driver																
OMRSE NTR		Work	      Veterinarian																
OMRSE:00000001		host role	Social role																
OMRSE NTR		Social role	      Acquaintance of case																
OMRSE NTR		Social role	      Relative of case																
OMRSE NTR		Relative of case	            Child of case																
OMRSE NTR		Relative of case	            Parent of case																
OMRSE NTR		Relative of case	                  Father of case 																
OMRSE NTR		Relative of case	                  Mother of case																
OMRSE NTR		Social role	      Spouse of case																
OMRSE NTR		host role	Other Host Role																
																			
																			
ECTO:3000005		exposure setting	Human Exposure																
ECTO NTR		Human Exposure	      Contact with Known COVID-19 Case																
ECTO NTR		Human Exposure	      Contact with Patient																
ECTO NTR		Human Exposure	      Contact with Probable COVID-19 Case																
ECTO NTR		Human Exposure	      Contact with Person with Acute Respiratory Illness																
ECTO NTR		Human Exposure	      Contact with Person with Fever and/or Cough																
ECTO NTR		Human Exposure	      Contact with Person who Recently Travelled																
ECTO NTR?		exposure setting	Occupational, Residency or Patronage Exposure																
ECTO:1000033		Occupational, Residency or Patronage Exposure	      Abbatoir																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Animal Rescue																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Childcare																
ECTO NTR		Childcare	            Daycare																
ECTO NTR		Occupational, Residency or Patronage Exposure	            Nursery																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Community Service Centre																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Correctional Facility																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Dormitory																
ECTO:1000034		Occupational, Residency or Patronage Exposure	      Farm																
ECTO NTR		Occupational, Residency or Patronage Exposure	      First Nations Reserve																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Funeral Home																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Group Home																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Healthcare Setting																
ECTO NTR		Healthcare Setting	            Ambulance																
ECTO NTR		Healthcare Setting	            Acute Care Facility																
ECTO NTR		Healthcare Setting	            Clinic																
ECTO NTR		Healthcare Setting	            Community Health Centre																
ECTO:1000035		Healthcare Setting	            Hospital																
ECTO NTR		Hospital	                  Emergency Department																
ECTO NTR		Hospital	                  ICU																
ECTO NTR		Hospital	                 Ward																
ECTO:1000036		Healthcare Setting	            Laboratory																
ECTO NTR		Healthcare Setting	            Long-Term Care Facility																
ECTO NTR		Healthcare Setting	            Pharmacy																
ECTO NTR		Healthcare Setting	            Physician's Office																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Household																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Insecure Housing (Homeless)																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Occupational Exposure																
ECTO NTR		Occupational Exposure	            Worksite																
ECTO:1000037		Occupational Exposure	                  Office																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Outdoors																
ECTO:5000009		Outdoors	            Camp/camping																
ECTO NTR		Outdoors	            Hiking Trail																
ECTO:6000030		Outdoors	            Hunting Ground																
ECTO NTR		Outdoors	            Ski Resort																
ECTO:5000008		Occupational, Residency or Patronage Exposure	      Petting zoo																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Place of Worship																
ECTO NTR		Place of Worship	            Church																
ECTO NTR		Place of Worship	            Mosque																
ECTO NTR		Place of Worship	            Temple																
ECTO:1000040		Occupational, Residency or Patronage Exposure	      Restaurant																
ECTO:1000041		Occupational, Residency or Patronage Exposure	      Retail Store																
ECTO NTR		Occupational, Residency or Patronage Exposure	      School																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Temporary Residence																
ECTO NTR		Temporary Residence	            Homeless Shelter																
ECTO NTR		Temporary Residence	            Hotel																
ECTO NTR		Occupational, Residency or Patronage Exposure	      Veterinary Care Clinic																
ECTO NTR		exposure setting	Travel Exposure																
ECTO NTR		Travel Exposure	       Travelled on a Cruise Ship																
ECTO NTR		Travel Exposure	       Travelled on a Plane																
ECTO NTR		Travel Exposure	       Travelled on Ground Transport																
GENEPIO:0001119		Travel Exposure	       Travelled outside Province/Territory																
GENEPIO:0001118		Travel Exposure	       Travelled outside Canada																
GENEPIO NTR?		exposure setting	Other Exposure Setting																
																			
																			
																			
OBI:0000759		sequencing instrument	Illumina																
OBI:0002128		Illumina	   Illumina Genome Analyzer																
OBI:0000703		Illumina Genome Analyzer	      Illumina Genome Analyzer II																
OBI:0002000		Illumina Genome Analyzer	      Illumina Genome Analyzer IIx																
OBI NTR?		Illumina	   Illumina HiScanSQ																
OBI NTR?		Illumina	   Illumina HiSeq 																
OBI NTR?		Illumina	      Illumina HiSeq X 																
OBI NTR?		Illumina HiSeq X	         Illumina HiSeq X Five																
OBI:0002129		Illumina HiSeq X	         Illumina HiSeq X Ten																
OBI:0002022		Illumina	      Illumina HiSeq 1000																
OBI NTR?		Illumina	      Illumina HiSeq 1500																
OBI:0002001		Illumina	      Illumina HiSeq 2000																
OBI:0002002		Illumina	      Illumina HiSeq 2500																
OBI:0002048		Illumina	      Illumina HiSeq 3000																
OBI:0002049		Illumina	      Illumina HiSeq 4000																
OBI NTR?		Illumina	   Illumina iSeq																
OBI NTR?		Illumina iSeq	   Illumina iSeq 100																
OBI NTR?		Illumina	   Illumina NovaSeq																
OBI:0002630		Illumina NovaSeq	   Illumina NovaSeq 6000																
OBI NTR?		Illumina	   Illumina MiniSeq																
OBI:0002003		Illumina	   Illumina MiSeq																
OBI NTR?		Illumina	   Illumina NextSeq 																
OBI:0002021		Illumina	      Illumina NextSeq 500																
OBI NTR?		Illumina	      Illumina NextSeq 550																
OBI NTR?		Illumina	      Illumina NextSeq 2000																
OBI:0001856		sequencing instrument	Pacific Biosciences																
OBI NTR?		Pacific Biosciences	   PacBio RS																
OBI:0002012		Pacific Biosciences	   PacBio RS II																
OBI:0002632		Pacific Biosciences	   PacBio Sequel																
OBI:0002633		Pacific Biosciences	   PacBio Sequel II																
OBI NTR?		sequencing instrument	Ion Torrent																
GENEPIO:0001935		Ion Torrent	   Ion Torrent PGM																
OBI NTR?		Ion Torrent	   Ion Torrent Proton																
OBI NTR?		Ion Torrent	   Ion Torrent S5 XL																
OBI NTR?		Ion Torrent	   Ion Torrent S5																
OBI NTR?		sequencing instrument	Oxford Nanopore																
OBI:0002751		Oxford Nanopore	   Oxford Nanopore GridION																
OBI:0002750		Oxford Nanopore	   Oxford Nanopore MinION																
OBI:0002752		Oxford Nanopore	   Oxford Nanopore PromethION																
OBI NTR?		sequencing instrument	BGI Genomics																
OBI NTR?		BGI Genomics	   BGI Genomics BGISEQ-500																
OBI NTR?		sequencing instrument	MGI																
OBI NTR?		MGI	   MGI DNBSEQ-T7																
OBI NTR?		MGI	   MGI DNBSEQ-G400																
OBI NTR?		MGI	   MGI DNBSEQ-G400 FAST																
OBI NTR?		MGI	   MGI DNBSEQ-G50																
																			
																			
PR:P0DTC4		gene name 1	E gene (orf4)													E gene		E (orf4)	
PR:P0DTC5		gene name 1	M gene (orf5)															M (orf5)	
PR:P0DTC9		gene name 1	N gene (orf9)															N (orf9)	
PR:P0DTC2		gene name 1	Spike gene (orf2)															S (orf2)	
PR:000050281		gene name 1	orf1ab (rep)															orf1ab (rep)	
PR:P0DTC1-1		orf1ab (rep)	   orf1a (pp1a)															   orf1a (pp1a)	
PR:000050280		orf1a (pp1a)	      nsp11															      nsp11	
PR:000050270		orf1ab (rep)	   nsp1 															   nsp1 	
PR:000050271		orf1ab (rep)	   nsp2 															   nsp2 	
PR:000050272		orf1ab (rep)	   nsp3 															   nsp3 	
PR:000050273		orf1ab (rep)	   nsp4 															   nsp4 	
PR:000050274		orf1ab (rep)	   nsp5 															   nsp5 	
PR:000050275		orf1ab (rep)	   nsp6 															   nsp6 	
PR:000050276		orf1ab (rep)	   nsp7 															   nsp7 	
PR:000050277		orf1ab (rep)	   nsp8 															   nsp8 	
