Ontology ID	Subset	Meaning (LinkML)	parent class	label	datatype	source	data status	requirement	min value	max value	capitalize	description	guidance	examples	EXPORT_GISAID	EXPORT_NCBI_BIOSAMPLE	EXPORT_NCBI_SRA	EXPORT_NCBI_Genbank	EXPORT_NCBI_Genbank_source_modifiers
HP:0001350	Covid-19		signs and symptoms	Slurred speech															
HP:0025095	Covid-19		signs and symptoms	Sneezing															
HP:0033709	Covid-19		signs and symptoms	Sputum Production															
HP:0001297	Covid-19		signs and symptoms	Stroke															
HP:0002716	Covid-19		signs and symptoms	Swollen Lymph Nodes															
HP:0002789	Covid-19		signs and symptoms	Tachypnea (accelerated respiratory rate)															
HP:0002321	Covid-19		signs and symptoms	Vertigo (dizziness)															
HP:0002013	Covid-19		signs and symptoms	Vomiting (throwing up)															
																			
																			
GENEPIO:0100100	Covid-19		host vaccination status	Fully Vaccinated												prior_SARS-CoV-2_vaccination:Yes			
GENEPIO:0100101	Covid-19		host vaccination status	Partially Vaccinated												prior_SARS-CoV-2_vaccination:Yes			
GENEPIO:0100102	Covid-19		host vaccination status	Not Vaccinated												prior_SARS-CoV-2_vaccination:No			
																			
																			
GENEPIO:0100237	Covid-19		prior SARS-CoV-2 antiviral treatment	Prior antivrial treatment												prior_SARS-CoV-2_antiviral_treatment:Yes			
GENEPIO:0100233	Covid-19		prior SARS-CoV-2 antiviral treatment	No prior antivrial treatment												prior_SARS-CoV-2_antiviral_treatment:No			
																			
																			
VO:0004925	Covid-19		pre-existing conditions and risk factors	Age 60+															
HP:0001903	Covid-19		pre-existing conditions and risk factors	Anemia															
HP:0002039	Covid-19		pre-existing conditions and risk factors	Anorexia															
NCIT:C92743	Covid-19		pre-existing conditions and risk factors	Birthing labor															
NCIT:C80693	Covid-19		pre-existing conditions and risk factors	Bone marrow failure															
MONDO:0004992	Covid-19		pre-existing conditions and risk factors	Cancer															
MONDO:0007254	Covid-19		Cancer	      Breast cancer															
MONDO:0005575	Covid-19		Cancer	      Colorectal cancer															
DOID:2531	Covid-19		Cancer	      Hematologic malignancy (cancer of the blood)															
MONDO:0008903	Covid-19		Cancer	      Lung cancer															
MONDO:0024880	Covid-19		Cancer	      Metastatic disease															
NCIT:C16212	Covid-19		pre-existing conditions and risk factors	Cancer treatment															
NCIT:C157740	Covid-19		Cancer treatment	      Cancer surgery															
NCIT:C15632	Covid-19		Cancer treatment	      Chemotherapy															
NCIT:C15360	Covid-19		Chemotherapy	            Adjuvant chemotherapy															
NCIT:C3079	Covid-19		pre-existing conditions and risk factors	Cardiac disorder															
HP:0011675	Covid-19		Cardiac disorder	      Arrhythmia															
MONDO:0005267	Covid-19		Cardiac disorder	      Cardiac disease															
HP:0001638	Covid-19		Cardiac disorder	      Cardiomyopathy															
GENEPIO:0100074	Covid-19		Cardiac disorder	      Cardiac injury															
HP:0000822	Covid-19		Cardiac disorder	      Hypertension (high blood pressure)															
HP:0002615	Covid-19		Cardiac disorder	      Hypotension (low blood pressure)															
HP:0011410	Covid-19		pre-existing conditions and risk factors	Cesarean section															
GENEPIO:0100075	Covid-19		pre-existing conditions and risk factors	Chronic cough															
GENEPIO:0100076	Covid-19		pre-existing conditions and risk factors	Chronic gastrointestinal disease															
HP:0006528	Covid-19		pre-existing conditions and risk factors	Chronic lung disease															
NCIT:C211	Covid-19		pre-existing conditions and risk factors	Corticosteroids															
HP:0000819	Covid-19		pre-existing conditions and risk factors	Diabetes mellitus (diabetes)															
HP:0100651	Covid-19		Diabetes mellitus (diabetes)	      Type I diabetes mellitus (T1D)															
HP:0005978	Covid-19		Diabetes mellitus (diabetes)	      Type II diabetes mellitus (T2D)															
HP:0000964	Covid-19		pre-existing conditions and risk factors	Eczema															
HP:0003111	Covid-19		pre-existing conditions and risk factors	Electrolyte disturbance															
HP:0002901	Covid-19		Electrolyte disturbance	      Hypocalcemia															
HP:0002900	Covid-19		Electrolyte disturbance	      Hypokalemia															
HP:0002917	Covid-19		Electrolyte disturbance	      Hypomagnesemia															
HP:0002383	Covid-19		pre-existing conditions and risk factors	Encephalitis (brain inflammation)															
MONDO:0005027	Covid-19		pre-existing conditions and risk factors	Epilepsy															
NCIT:C15248	Covid-19		pre-existing conditions and risk factors	Hemodialysis															
MONDO:0044348	Covid-19		pre-existing conditions and risk factors	Hemoglobinopathy															
MONDO:0005109	Covid-19		pre-existing conditions and risk factors	Human immunodeficiency virus (HIV)															
MONDO:0012268	Covid-19		Human immunodeficiency virus (HIV)	      Acquired immunodeficiency syndrome (AIDS)															
NCIT:C16118	Covid-19		Human immunodeficiency virus (HIV)	      HIV and antiretroviral therapy (ART)															
NCIT:C14139	Covid-19		pre-existing conditions and risk factors	Immunocompromised															
MONDO:0004670	Covid-19		Immunocompromised	      Lupus															
MONDO:0005265	Covid-19		pre-existing conditions and risk factors	Inflammatory bowel disease (IBD)															
HP:0002583	Covid-19		Inflammatory bowel disease (IBD)	      Colitis															
HP:0100279	Covid-19		Colitis	            Ulcerative colitis															
HP:0100280	Covid-19		Inflammatory bowel disease (IBD)	      Crohn's disease															
NCIT:C3149	Covid-19		pre-existing conditions and risk factors	Renal disorder															
MONDO:0005240	Covid-19		Renal disorder	      Renal disease															
HP:0012622	Covid-19		Renal disorder	            Chronic renal disease															
HP:0000083	Covid-19		Renal disorder	            Renal failure															
MONDO:0005154	Covid-19		pre-existing conditions and risk factors	Liver disease															
NCIT:C113609	Covid-19		Liver disease	      Chronic liver disease															
HP:0001397	Covid-19		Chronic liver disease	            Fatty liver disease (FLD)															
HP:0003326	Covid-19		pre-existing conditions and risk factors	Myalgia (muscle pain) 															
MONDO:0005404	Covid-19		pre-existing conditions and risk factors	Myalgic encephalomyelitis (ME)															
MONDO:0005071	Covid-19		pre-existing conditions and risk factors	Neurological disorder															
MONDO:0019056	Covid-19		Neurological disorder	      Neuromuscular disorder															
HP:0001513	Covid-19		pre-existing conditions and risk factors	Obesity															
MONDO:0005139	Covid-19		Obesity	      Severe obesity															
MONDO:0005087	Covid-19		pre-existing conditions and risk factors	Respiratory disorder															
HP:0002099	Covid-19		Respiratory disorder	      Asthma															
HP:0004469	Covid-19		Respiratory disorder	      Chronic bronchitis															
HP:0006528	Covid-19		Respiratory disorder	      Chronic pulmonary disease															
HP:0006510	Covid-19		Chronic pulmonary disease	            Chronic obstructive pulmonary disease															
HP:0002097	Covid-19		Respiratory disorder	      Emphysema															
MONDO:0005275	Covid-19		Respiratory disorder	      Lung disease															
HP:0006528	Covid-19		Lung disease	            Chronic lung disease															
HP:0002206	Covid-19		Lung disease	            Pulmonary fibrosis															
HP:0002090	Covid-19		Respiratory disorder	      Pneumonia															
HP:0002878	Covid-19		Respiratory disorder	      Respiratory failure															
HP:0033677	Covid-19		Respiratory failure	            Adult respiratory distress syndrome															
MONDO:0009971	Covid-19		Respiratory failure	            Newborn respiratory distress syndrome															
MONDO:0018076	Covid-19		Respiratory disorder	      Tuberculosis															
GENEPIO:0100077	Covid-19		pre-existing conditions and risk factors	Postpartum (≤6 weeks)															
NCIT:C25742	Covid-19		pre-existing conditions and risk factors	Pregnancy															
MONDO:0005554	Covid-19		pre-existing conditions and risk factors	Rheumatic disease															
MONDO:0011382	Covid-19		pre-existing conditions and risk factors	Sickle cell disease															
NBO:0001845	Covid-19		pre-existing conditions and risk factors	Substance use															
MONDO:0002046	Covid-19		Substance use	      Alcohol abuse															
GENEPIO:0100078	Covid-19		Substance use	      Drug abuse															
GENEPIO:0100079	Covid-19		Drug abuse	            Injection drug abuse															
NBO:0015005	Covid-19		Substance use	      Smoking															
NCIT:C173621	Covid-19		Substance use	      Vaping															
HP:0002789	Covid-19		pre-existing conditions and risk factors	Tachypnea (accelerated respiratory rate)															
NCIT:C159659	Covid-19		pre-existing conditions and risk factors	Transplant															
GENEPIO:0100080	Covid-19		Transplant	      Hematopoietic stem cell transplant (bone marrow transplant)															
NCIT:C131759	Covid-19		Transplant	      Cardiac transplant															
NCIT:C157332	Covid-19		Transplant	      Kidney transplant															
GENEPIO:0100081	Covid-19		Transplant	      Liver transplant															
																			
																			
GENEPIO:0100082	Covid-19		variant designation	Variant of Concern (VOC)															
GENEPIO:0100083	Covid-19		variant designation	Variant  of Interest (VOI)															
GENEPIO:0100279	Covid-19		variant designation	Variant Under Monitoring (VUM)															
																			
																			
HP:0500165	Covid-19		complications	Abnormal blood oxygen level															
HP:0001919	Covid-19		complications	Acute kidney injury															
MONDO:0001208	Covid-19		complications	Acute respiratory failure															
HP:0011675	Covid-19		complications	Arrhythmia (complication)															
HP:0001649	Covid-19		Arrhythmia (complication)	      Tachycardia															
HP:0031677	Covid-19		Tachycardia	            Polymorphic ventricular tachycardia (VT)															
GENEPIO:0100084	Covid-19		Tachycardia	            Tachyarrhythmia															
GENEPIO:0100087	Covid-19		complications	Cardiac injury															
HP:0001695	Covid-19		complications	Cardiac arrest															
HP:0030149	Covid-19		complications	Cardiogenic shock															
HP:0001977	Covid-19		complications	Blood clot															
HP:0004420	Covid-19		Blood clot	      Arterial clot															
HP:0002625	Covid-19		Blood clot	      Deep vein thrombosis (DVT)															
HP:0002204	Covid-19		Blood clot	      Pulmonary embolism (PE)															
HP:0001638	Covid-19		complications	Cardiomyopathy															
MONDO:0024619	Covid-19		complications	Central nervous system invasion															
HP:0001297	Covid-19		complications	Stroke (complication)															
MONDO:0003346	Covid-19		Stroke (complication)	      Central Nervous System Vasculitis															
HP:0002140	Covid-19		Stroke (complication)	      Acute ischemic stroke															
HP:0001259	Covid-19		complications	Coma															
HP:0011097	Covid-19		complications	Convulsions															
NCIT:C171562	Covid-19		complications	COVID-19 associated coagulopathy (CAC)															
MONDO:0009061	Covid-19		complications	Cystic fibrosis															
MONDO:0600008	Covid-19		complications	Cytokine release syndrome															
MPATH:108	Covid-19		complications	Disseminated intravascular coagulation (DIC)															
HP:0001298	Covid-19		complications	Encephalopathy															
GENEPIO:0100088	Covid-19		complications	Fulminant myocarditis															
MONDO:0016218	Covid-19		complications	Guillain-Barré syndrome															
HP:0011029	Covid-19		complications	Internal hemorrhage (complication; internal bleeding)															
MONDO:0013792	Covid-19		Internal hemorrhage (complication; internal bleeding)	      Intracerebral haemorrhage															
MONDO:0012727	Covid-19		complications	Kawasaki disease															
GENEPIO:0100089	Covid-19		Kawasaki disease	      Complete Kawasaki disease															
GENEPIO:0100090	Covid-19		Kawasaki disease	      Incomplete Kawasaki disease															
MONDO:0100233	Covid-19		complications	Long COVID-19															
HP:0001410	Covid-19		complications	Liver dysfunction															
GENEPIO:0100091	Covid-19		Liver dysfunction	    Acute liver injury															
MONDO:0015796	Covid-19		complications	Acute lung injury															
GENEPIO:0100092	Covid-19		Acute lung injury	      Ventilation induced lung injury (VILI)															
HP:0001287	Covid-19		complications	Meningitis															
HP:0002076	Covid-19		complications	Migraine															
HP:0005268	Covid-19		complications	Miscarriage															
MONDO:0100163	Covid-19		complications	Multisystem inflammatory syndrome in children (MIS-C)															
GENEPIO:0100093	Covid-19		complications	Muscle injury															
MONDO:0005404	Covid-19		complications	Myalgic encephalomyelitis (chronic fatigue syndrome)															
MONDO:0005068	Covid-19		complications	Myocardial infarction (heart attack)															
MONDO:0004781	Covid-19		Myocardial infarction (heart attack)	      Acute myocardial infarction															
MONDO:0041656	Covid-19		Myocardial infarction (heart attack)	      ST-segment elevation myocardial infarction															
HP:0001700	Covid-19		complications	Myocardial injury															
NCIT:C168498	Covid-19		complications	Neonatal complications															
GENEPIO:0100085	Covid-19		complications	Noncardiogenic pulmonary edema															
HP:0033677	Covid-19		Noncardiogenic pulmonary edema	      Acute respiratory distress syndrome (ARDS)															
NCIT:C171551	Covid-19		Acute respiratory distress syndrome (ARDS)	            COVID-19 associated ARDS (CARDS)															
GENEPIO:0100086	Covid-19		Acute respiratory distress syndrome (ARDS)	            Neurogenic pulmonary edema (NPE)															
GENEPIO:0100094	Covid-19		complications	Organ failure															
HP:0001635	Covid-19		Organ failure	      Heart failure															
MONDO:0100192	Covid-19		Organ failure	      Liver failure															
HP:0003470	Covid-19		complications	Paralysis															
HP:0002107	Covid-19		complications	Pneumothorax (collapsed lung)															
HP:0002108	Covid-19		Pneumothorax (collapsed lung)	      Spontaneous pneumothorax															
MONDO:0002075	Covid-19		Pneumothorax (collapsed lung)	      Spontaneous tension pneumothorax															
HP:0002090	Covid-19		complications	Pneumonia (complication)															
NCIT:C171550	Covid-19		Pneumonia (complication)	      COVID-19 pneumonia															
HP:0001197	Covid-19		complications	Pregancy complications															
HP:0003201	Covid-19		complications	Rhabdomyolysis															
IDO:0000567	Covid-19		complications	Secondary infection															
GENEPIO:0100095	Covid-19		Secondary infection	      Secondary staph infection															
GENEPIO:0100096	Covid-19		Secondary infection	      Secondary strep infection															
HP:0001250	Covid-19		complications	Seizure (complication)															
HP:0020219	Covid-19		Seizure (complication)	      Motor seizure															
HP:0100806	Covid-19		complications	Sepsis/Septicemia															
IDO:0000636	Covid-19		Sepsis/Septicemia	      Sepsis (systemic inflammatory response to infection)															
NCIT:C3364	Covid-19		Sepsis/Septicemia	      Septicemia (bloodstream infection)															
HP:0031273	Covid-19		complications	Shock															
GENEPIO:0100097	Covid-19		Shock	      Hyperinflammatory shock															
GENEPIO:0100098	Covid-19		Shock	      Refractory cardiogenic shock															
GENEPIO:0100099	Covid-19		Shock	      Refractory cardiogenic plus vasoplegic shock															
NCIT:C35018	Covid-19		Shock	      Septic shock															
HP:0002633	Covid-19		complications	Vasculitis															
																			
																			
			sample collected in quarantine	Yes															
			sample collected in quarantine	No 															
			sample collected in quarantine	Unknown															
																			
																			
UBERON:0000178	Covid-19		anatomical material	Blood															
UBERON:0006314	Covid-19		anatomical material	Fluid															
UBERON:0001836	Covid-19		Fluid	      Saliva															
UBERON:0001359	Covid-19		Fluid	      Fluid (cerebrospinal (CSF))															
UBERON:0002409	Covid-19		Fluid	      Fluid (pericardial)															
UBERON:0001087	Covid-19		Fluid	      Fluid (pleural)															
UBERON:0036243	Covid-19		Fluid	      Fluid (vaginal)															
UBERON:0000173	Covid-19		Fluid	      Fluid (amniotic)															
UBERON:0000479	Covid-19		anatomical material	Tissue															
																			
																			
UBERON:0001245	Covid-19		anatomical part	Anus															
UBERON:0006956	Covid-19		anatomical part	Buccal mucosa															
UBERON:0002114	Covid-19		anatomical part	Duodenum															
UBERON:0000970	Covid-19		anatomical part	Eye															
UBERON:0000160	Covid-19		anatomical part	Intestine															
UBERON:0001052	Covid-19		anatomical part	Rectum															
UBERON:0001003	Covid-19		anatomical part	Skin															
UBERON:0000945	Covid-19		anatomical part	Stomach															
UBERON:0001557	Covid-19		anatomical part	Upper respiratory tract															
UBERON:2001427	Covid-19		Upper respiratory tract	      Anterior Nares															
UBERON:0001043	Covid-19		Upper respiratory tract	      Esophagus															
UBERON:0002453	Covid-19		Upper respiratory tract	      Ethmoid sinus															
UBERON:0001707	Covid-19		Upper respiratory tract	      Nasal Cavity															
UBERON:0005921	Covid-19		Nasal Cavity	           Middle Nasal Turbinate															
UBERON:0005922	Covid-19		Nasal Cavity	           Inferior Nasal Turbinate															
UBERON:0001728	Covid-19		Upper respiratory tract	      Nasopharynx (NP)															
UBERON:0001729	Covid-19		Upper respiratory tract	      Oropharynx (OP)															
UBERON:0001558	Covid-19		anatomical part	Lower respiratory tract															
UBERON:0002185	Covid-19		Lower respiratory tract	      Bronchus															
UBERON:0002048	Covid-19		Lower respiratory tract	      Lung															
UBERON:0002186	Covid-19		Lung	           Bronchiole															
UBERON:0002169	Covid-19		Lung	           Alveolar sac															
UBERON:0009778	Covid-19		Lower respiratory tract	      Pleural sac															
UBERON:0002402	Covid-19		Pleural sac	           Pleural cavity															
UBERON:0003126	Covid-19		Lower respiratory tract	      Trachea															
																			
																			
UBERON:0001988	Covid-19		body product	Feces															
UBERON:0001088	Covid-19		body product	Urine															
UBERON:0001089	Covid-19		body product	Sweat															
UBERON:0000912	Covid-19		body product	Mucus															
UBERON:0007311	Covid-19		Mucus	      Sputum															
UBERON:0001827	Covid-19		body product	Tear															
UBERON:0006530	Covid-19		body product	Fluid (seminal)															
UBERON:0001913	Covid-19		body product	Breast Milk															
																			
																			
ENVO:03501208	Covid-19		environmental material	Air vent															
ENVO:00003896	Covid-19		environmental material	Banknote															
ENVO:03501209	Covid-19		environmental material	Bed rail															
ENVO:01000486	Covid-19		environmental material	Building floor															
ENVO:02000058	Covid-19		environmental material	Cloth															
ENVO:03501210	Covid-19		environmental material	Control panel															
ENVO:03501220	Covid-19		environmental material	Door  															
ENVO:03501211	Covid-19		environmental material	Door handle															
OBI:0002787	Covid-19		environmental material	Face mask															
OBI:0002791	Covid-19		environmental material	Face shield															
FOODON:00002403	Covid-19		environmental material	Food															
FOODON:03490100	Covid-19		environmental material	Food packaging															
ENVO:01000481	Covid-19		environmental material	Glass															
ENVO:03501212	Covid-19		environmental material	Handrail															
OBI:0002796	Covid-19		environmental material	Hospital gown															
ENVO:03501213	Covid-19		environmental material	Light switch															
ENVO:03501214	Covid-19		environmental material	Locker															
OBI:0002790	Covid-19		environmental material	N95 mask															
ENVO:03501215	Covid-19		environmental material	Nurse call button 															
ENVO:03501256	Covid-19		environmental material	Paper															
ENVO:01000060	Covid-19		environmental material	Particulate matter															
ENVO:01000404	Covid-19		environmental material	Plastic															
GENEPIO:0100025	Covid-19		environmental material	PPE gown															
ENVO:00002018	Covid-19		environmental material	Sewage															
ENVO:01000990	Covid-19		environmental material	Sink															
ENVO:00001998	Covid-19		environmental material	Soil															
ENVO:03501216	Covid-19		environmental material	Stainless steel															
ENVO:03501217	Covid-19		environmental material	Tissue paper															
ENVO:03501218	Covid-19		environmental material	Toilet bowl															
ENVO:00002006	Covid-19		environmental material	Water															
ENVO:00002001	Covid-19		environmental material	     Wastewater															
ENVO:03501219	Covid-19		environmental material	Window															
ENVO:00002040	Covid-19		environmental material	Wood															
																			
																			
ENVO:03501135	Covid-19		environmental site	Acute care facility															
ENVO:00003040	Covid-19		environmental site	Animal house															
ENVO:01000422	Covid-19		environmental site	Bathroom															
ENVO:03501136	Covid-19		environmental site	Clinical assessment centre															
ENVO:03501127	Covid-19		environmental site	Conference venue															
ENVO:03501121	Covid-19		environmental site	Corridor															
ENVO:01000927	Covid-19		environmental site	Daycare															
ENVO:03501145	Covid-19		environmental site	Emergency room (ER)															
ENVO:03501186	Covid-19		environmental site	Family practice clinic															
ENVO:03501196	Covid-19		environmental site	Group home															
ENVO:03501133	Covid-19		environmental site	Homeless shelter															
ENVO:00002173	Covid-19		environmental site	Hospital															
ENVO:03501152	Covid-19		environmental site	Intensive Care Unit (ICU)															
ENVO:03501194	Covid-19		environmental site	Long Term Care Facility															
ENVO:03501180	Covid-19		environmental site	Patient room															
ENVO:03501204	Covid-19		environmental site	Prison															
ENVO:01000536	Covid-19		environmental site	Production Facility															
ENVO:03501130	Covid-19		environmental site	School															
ENVO:00003043	Covid-19		environmental site	Sewage Plant															
ENVO:03501109	Covid-19		environmental site	Subway train															
ENVO:03501198	Covid-19		environmental site	Wet market															
																			
																			
NCIT:C52009	Covid-19		collection method	Amniocentesis															
NCIT:C15631	Covid-19		collection method	Aspiration															
GENEPIO:0100028	Covid-19		Aspiration	     Suprapubic Aspiration															
GENEPIO:0100029	Covid-19		Aspiration	     Tracheal aspiration															
GENEPIO:0100030	Covid-19		Aspiration	     Vacuum Aspiration															
OBI:0002650	Covid-19		collection method	Biopsy															
OBI:0002651	Covid-19		Biopsy	     Needle Biopsy															
OBI:0302885	Covid-19		collection method	Filtration															
GENEPIO:0100031	Covid-19		Filtration	      Air filtration															
OBI:0600044	Covid-19		collection method	Lavage (medical wash)															
GENEPIO:0100032	Covid-19		Lavage (medical wash)	     Bronchoalveolar lavage (BAL)															
GENEPIO:0100033	Covid-19		Lavage (medical wash)	     Gastric Lavage															
NCIT:C15327	Covid-19		collection method	Lumbar Puncture															
MMO:0000344	Covid-19		collection method	Necropsy															
NCIT:C28221	Covid-19		collection method	Phlebotomy															
GENEPIO:0002116	Covid-19		collection method	Rinsing (wash)															
GENEPIO:0100034	Covid-19		Rinsing (wash)	     Saline gargle (mouth rinse and gargle)															
GENEPIO:0100035	Covid-19		collection method	Scraping															
GENEPIO:0002117	Covid-19		collection method	Swabbing															
GENEPIO:0100036	Covid-19		Swabbing	     Finger Prick															
GENEPIO:0100038	Covid-19		collection method	Washout Tear Collection															
	Covid-19																		
	Covid-19																		
ENVO:00003968	Covid-19		collection device	Air filter															
OBI:0002859	Covid-19		collection device	Blood Collection Tube															
OBI:0002826	Covid-19		collection device	Bronchoscope															
OBI:0002088	Covid-19		collection device	Collection Container															
GENEPIO:0100026	Covid-19		collection device	Collection Cup															
OBI:0002825	Covid-19		collection device	Fibrobronchoscope Brush															
GENEPIO:0100103	Covid-19		collection device	Filter															
OBI:0002827	Covid-19		collection device	Fine Needle															
OBI:0002858	Covid-19		collection device	Microcapillary tube															
OBI:0001128	Covid-19		collection device	Micropipette															
OBI:0000436	Covid-19		collection device	Needle															
OBI:0002860	Covid-19		collection device	Serum Collection Tube															
OBI:0002861	Covid-19		collection device	Sputum Collection Tube															
OBI:0002831	Covid-19		collection device	Suction Catheter															
GENEPIO:0100027	Covid-19		collection device	Swab															
OBI:0002862	Covid-19		collection device	Urine Collection Tube															
OBI:0002866	Covid-19		collection device	Virus Transport Medium															
																			
																			
NCBITaxon:9606	Covid-19		host (scientific name)	Homo sapiens															
NCBITaxon:9913	Covid-19		host (scientific name)	Bos taurus															
NCBITaxon:9615	Covid-19		host (scientific name)	Canis lupus familiaris															
NCBITaxon:9397	Covid-19		host (scientific name)	Chiroptera															
NCBITaxon:8930	Covid-19		host (scientific name)	Columbidae															
NCBITaxon:9685	Covid-19		host (scientific name)	Felis catus															
NCBITaxon:9031	Covid-19		host (scientific name)	Gallus gallus															
NCBITaxon:9973	Covid-19		host (scientific name)	Manis															
NCBITaxon:9974	Covid-19		host (scientific name)	Manis javanica															
NCBITaxon:452646	Covid-19		host (scientific name)	Neovison vison															
NCBITaxon:9689	Covid-19		host (scientific name)	Panthera leo															
NCBITaxon:9694	Covid-19		host (scientific name)	Panthera tigris															
NCBITaxon:58055	Covid-19		host (scientific name)	Rhinolophidae															
NCBITaxon:59477	Covid-19		host (scientific name)	Rhinolophus affinis															
NCBITaxon:9825	Covid-19		host (scientific name)	Sus scrofa domesticus															
NCBITaxon:9673	Covid-19		host (scientific name)	Viverridae															
																			
																			
NCBITaxon:9605	Covid-19		host (common name)	Human															
NCBITaxon:9397	Covid-19		host (common name)	Bat															
NCBITaxon:9685	Covid-19		host (common name)	Cat															
NCBITaxon:9031	Covid-19		host (common name)	Chicken															
NCBITaxon:9673	Covid-19		host (common name)	Civets															
NCBITaxon:9913	Covid-19		host (common name)	Cow															
NCBITaxon:9615	Covid-19		host (common name)	Dog															
NCBITaxon:9689	Covid-19		host (common name)	Lion															
NCBITaxon:452646	Covid-19		host (common name)	Mink															
NCBITaxon:9973	Covid-19		host (common name)	Pangolin															
NCBITaxon:9825	Covid-19		host (common name)	Pig															
NCBITaxon:8930	Covid-19		host (common name)	Pigeon															
NCBITaxon:9694	Covid-19		host (common name)	Tiger															
																			
																			
NCIT:C3833	Covid-19		host health state	Asymptomatic															
NCIT:C28554	Covid-19		host health state	Deceased															
NCIT:C115935	Covid-19		host health state	Healthy															
NCIT:C49498	Covid-19		host health state	Recovered															
NCIT:C25269	Covid-19		host health state	Symptomatic															
																			
																			
NCIT:C25179	Covid-19		host health status details	Hospitalized															
GENEPIO:0100045	Covid-19		Hospitalized	      Hospitalized (Non-ICU)															
GENEPIO:0100046	Covid-19		Hospitalized	      Hospitalized (ICU)															
NCIT:C70909	Covid-19		host health status details	Mechanical Ventilation															
GENEPIO:0100047	Covid-19		host health status details	Medically Isolated															
GENEPIO:0100048	Covid-19		Medically Isolated	      Medically Isolated (Negative Pressure)															
NCIT:C173768	Covid-19		host health status details	Self-quarantining															
																			
																			
NCIT:C28554	Covid-19		host health outcome	Deceased															
NCIT:C25254	Covid-19		host health outcome	Deteriorating															
NCIT:C49498	Covid-19		host health outcome	Recovered															
NCIT:C30103	Covid-19		host health outcome	Stable															
																			
																			
NCBITaxon:2697049	Covid-19		organism	Severe acute respiratory syndrome coronavirus 2															
NCBITaxon:2709072	Covid-19		organism	RaTG13															
GENEPIO:0100000	Covid-19		organism	RmYN02															
																			
																			
GENEPIO:0100001	Covid-19		purpose of sampling	Cluster/Outbreak investigation															
GENEPIO:0100002	Covid-19		purpose of sampling	Diagnostic testing															
GENEPIO:0100003	Covid-19		purpose of sampling	Research															
GENEPIO:0100024	Covid-19		purpose of sampling	Protocol testing															
GENEPIO:0100004	Covid-19		purpose of sampling	Surveillance 															
																			
																			
GENEPIO:0100005	Covid-19		purpose of sequencing	Baseline surveillance (random sampling)															
GENEPIO:0100006	Covid-19		purpose of sequencing	Targeted surveillance (non-random sampling)															
GENEPIO:0100007	Covid-19		Targeted surveillance (non-random sampling)	          Priority surveillance project															
GENEPIO:0100008	Covid-19		Priority surveillance project	                    Screening for Variants of Concern (VoC)															
GENEPIO:0100273	Covid-19		purpose of sequencing	Sample has epidemiological link to Variant of Concern (VoC)															
GENEPIO:0100274	Covid-19		purpose of sequencing	Sample has epidemiological link to Omicron Variant															
GENEPIO:0100009	Covid-19		Priority surveillance project	                    Longitudinal surveillance (repeat sampling of individuals) 															
GENEPIO:0100010	Covid-19		Priority surveillance project	                    Re-infection surveillance 															
GENEPIO:0100011	Covid-19		Priority surveillance project	                    Vaccine escape surveillance															
GENEPIO:0100012	Covid-19		Priority surveillance project	                    Travel-associated surveillance															
GENEPIO:0100013	Covid-19		Travel-associated surveillance	                              Domestic travel surveillance															
GENEPIO:0100275	Covid-19		Domestic travel surveillance	                                        Interstate/ interprovincial travel surveillance															
GENEPIO:0100276	Covid-19		Domestic travel surveillance	                                        Intra-state/ intra-provincial travel surveillance															
GENEPIO:0100014	Covid-19		Travel-associated surveillance	                              International travel surveillance															
GENEPIO:0100015	Covid-19		International travel surveillance	                                        Surveillance of international border crossing by air travel or ground transport															
GENEPIO:0100016	Covid-19		International travel surveillance	                                        Surveillance of international border crossing by air travel															
GENEPIO:0100017	Covid-19		International travel surveillance	                                        Surveillance of international border crossing by ground transport															
GENEPIO:0100018	Covid-19		International travel surveillance	                                        Surveillance from international worker testing															
GENEPIO:0100019	Covid-19		purpose of sequencing	Cluster/Outbreak investigation															
GENEPIO:0100020	Covid-19		Cluster/Outbreak investigation	          Multi-jurisdictional outbreak investigation															
GENEPIO:0100021	Covid-19		Cluster/Outbreak investigation	          Intra-jurisdictional outbreak investigation															
GENEPIO:0100022	Covid-19		purpose of sequencing	Research															
GENEPIO:0100023	Covid-19		Research	          Viral passage experiment															
GENEPIO:0100024	Covid-19		Research	          Protocol testing experiment															
																			
																			
GENEPIO:0100039	Covid-19		specimen processing	Virus passage															
GENEPIO:0100040	Covid-19		specimen processing	RNA re-extraction (post RT-PCR)															
OBI:0600016	Covid-19		specimen processing	Specimens pooled															
EFO:0002090	Covid-19		specimen processing	Technical replicate															
																			
																			
GENEPIO:0100041	Covid-19		lab host	293/ACE2 cell line															
BTO:0000195	Covid-19		lab host	Caco2 cell line															
BTO:0002750	Covid-19		lab host	Calu3 cell line															
GENEPIO:0100042	Covid-19		lab host	EFK3B cell line															
BTO:0002181	Covid-19		lab host	HEK293T cell line															
GENEPIO:0100043	Covid-19		lab host	HRCE cell line															
BTO:0001950	Covid-19		lab host	Huh7 cell line															
CLO:0007330	Covid-19		lab host	LLCMk2 cell line															
BTO:0000836	Covid-19		lab host	MDBK cell line															
BTO:0002924	Covid-19		lab host	NHBE cell line															
BTO:0001865	Covid-19		lab host	PK-15 cell line															
BTO:0002909	Covid-19		lab host	RK-13 cell line															
