class_name	slot_group	slot_uri	title	name	range	range_2	identifier	multivalued	required	recommended	minimum_value	maximum_value	pattern	structured_pattern	description	comments	examples	EXPORT_GISAID	EXPORT_NCBI_BIOSAMPLE_SARS-COV-2_WWS	EXPORT_NCBI_SRAGenomeTrakr	EXPORT_NCBI_SRA	EXPORT_VirusSeq_Portal
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0100416	sequenced by	sequenced_by	WhitespaceMinimizedString	NullValueMenu			TRUE						The name of the agency, organization or institution responsible for sequencing the isolate's genome.	Provide the name of the agency, organization or institution that performed the sequencing in full (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.	Public Health Agency of Canada (PHAC) [GENEPIO:0100551]	sequenced_by				
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0100470	sequenced by laboratory name	sequenced_by_laboratory_name	WhitespaceMinimizedString										The specific laboratory affiliation of the responsible for sequencing the isolate's genome.	Provide the name of the specific laboratory that that performed the sequencing in full (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.	Topp Lab					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0100471	sequenced by contact name	sequenced_by_contact_name	WhitespaceMinimizedString	NullValueMenu			TRUE						The name or title of the contact responsible for follow-up regarding the sequence.	Provide the name of an individual or their job title. As personnel turnover may render the contact's name obsolete, it is more prefereable to provide a job title for ensuring accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	Joe Bloggs, Enterics Lab Manager					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0100471	sequenced by contact email	sequenced_by_contact_email	WhitespaceMinimizedString	NullValueMenu			TRUE						The email address of the contact responsible for follow-up regarding the sequence.	Provide the email associated with the listed contact. As personnel turnover may render an individual's email obsolete, it is more prefereable to provide an address for a position or lab, to ensure accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	enterics@lab.ca					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0001159	sequence submitted by	sequence_submitted_by	WhitespaceMinimizedString	NullValueMenu				TRUE					The name of the agency that submitted the sequence to a database.	The name of the agency should be written out in full, (with minor exceptions) and be consistent across multiple submissions. For Canadian institutions submitting specimens rather than sequencing data, please put the "National Microbiology Laboratory (NML)".	Public Health Ontario (PHO)		sequenced_by			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0001165	sequence submitter contact email	sequence_submitter_contact_email	WhitespaceMinimizedString	NullValueMenu				TRUE			^\S+@\S+\.\S+$		The email address of the contact responsible for follow-up regarding the sequence.	The email address can represent a specific individual or laboratory.	RespLab@lab.ca			sequence_submitter_contact_email	sequence_submitter_contact_email	
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0001447	sequencing date	sequencing_date	date						{sample_collection_start_date}	{today}			The date the sample was sequenced.	ISO 8601 standard "YYYY-MM-DD".	2020-06-22					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0001448	library ID	library_id	WhitespaceMinimizedString										The user-specified identifier for the library prepared for sequencing.	The library name should be unique, and can be an autogenerated ID from your LIMS, or modification of the isolate ID.	XYZ_123345			library_ID	library_ID	
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0100473	sequencing platform	sequencing_platform	SequencingPlatformMenu	NullValueMenu		TRUE							The platform technology used to perform the sequencing.	Provide the name of the company that created the sequencing instrument by selecting a value from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.	Illumina [GENEPIO:0001923]			platform	platform	
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0001452	sequencing instrument	sequencing_instrument	SequencingInstrumentMenu	NullValueMenu		TRUE	TRUE						The model of the sequencing instrument used.	Provide the model sequencing instrument by selecting a value from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.	Illumina HiSeq 2500 [GENEPIO:0100117]			instrument_model	instrument_model	
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0100997	sequencing assay type	sequencing_assay_type	SequencingAssayTypeMenu	NullValueMenu				TRUE					The overarching sequencing methodology that was used to determine the sequence of a biomaterial.	Provide the name of the DNA or RNA sequencing technology used in your study. If unsure refer to the protocol documentation, or provide a null value.	whole genome sequencing assay			library_strategy;library_source	library_strategy;library_source	
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0001450	library preparation kit	library_preparation_kit	WhitespaceMinimizedString										The name of the DNA library preparation kit used to generate the library being sequenced.	Provide the name of the library preparation kit used. 	Nextera XT			library_preparation_kit		
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0001454	sequencing protocol	sequencing_protocol	WhitespaceMinimizedString					TRUE					The protocol or method used for sequencing.	Provide the name and version of the procedure or protocol used for sequencing. You can also provide a link to a protocol online.	https://www.protocols.io/view/ncov-2019-sequencing-protocol-bbmuik6w?version_warning=no			design_description	design_description	
WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0100843	DNA fragment length	dna_fragment_length	WhitespaceMinimizedString										The length of the DNA fragment generated by mechanical shearing or enzymatic digestion for the purposes of library preparation.	Provide the fragment length in base pairs (do not include the units).	400					
WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0100966	genomic target enrichment method	genomic_target_enrichment_method	GenomicTargetEnrichmentMethodMenu	NullValueMenu		TRUE		TRUE					The molecular technique used to selectively capture and amplify specific regions of interest from a genome.	Provide the name of the enrichment method	hybrid selection method			library_selection;design_description	library_selection;design_description	
WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0100967	genomic target enrichment method details	genomic_target_enrichment_method_details	WhitespaceMinimizedString										Details that provide additional context to the molecular technique used to selectively capture and amplify specific regions of interest from a genome.	Provide details that are applicable to the method you used.	enrichment was done using Illumina Target Enrichment methodology with the Illumina DNA Prep with enrichment kit.					
WastewaterSARS-CoV-2;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0001456	amplicon pcr primer scheme	amplicon_pcr_primer_scheme	AmpliconPcrPrimerSchemeMenu	NullValueMenu				TRUE					The specifications of the primers (primer sequences, binding positions, fragment size generated etc) used to generate the amplicons to be sequenced.	Provide the name and version of the primer scheme used to generate the amplicons for sequencing.	artic v1			amplicon_PCR_primer_scheme		
WastewaterSARS-CoV-2;WastewaterPathogenAgnostic	Sequence information		amplicon pcr primer scheme URL	amplicon_pcr_primer_scheme_url	WhitespaceMinimizedString										A URL linking to detailed information or documentation about the amplicon PCR primer scheme, including specifications such as primer sequences, binding positions, and fragment sizes. This URL should direct users to a source that provides the necessary details to reproduce or understand the primer scheme used in the dataset.	Provide the url of the primer scheme used to generate the amplicons for sequencing.	https://github.com/artic-network/primer-schemes/tree/master/nCoV-2019/V1 					
WastewaterSARS-CoV-2;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0001449	amplicon size	amplicon_size	integer										The length of the amplicon generated by PCR amplification.	Provide the amplicon size expressed in base pairs.	300			amplicon_size		
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic		GENEPIO:0001457	Bioinformatics and QC metrics																			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100557	quality control method name	quality_control_method_name	WhitespaceMinimizedString										The name of the method used to assess whether a sequence passed a predetermined quality control threshold.	Providing the name of the method used for quality control is very important for interpreting the rest of the QC information. Method names can be provided as the name of a pipeline or a link to a GitHub repository. Multiple methods should be listed and separated by a semi-colon. Do not include QC tags in other fields if no method name is provided.	ncov-tools			quality_control_method		
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100558	quality control method version	quality_control_method_version	WhitespaceMinimizedString										The version number of the method used to assess whether a sequence passed a predetermined quality control threshold.	Methods updates can make big differences to their outputs. Provide the version of the method used for quality control. The version can be expressed using whatever convention the developer implements (e.g. date, semantic versioning). If multiple methods were used, record the version numbers in the same order as the method names. Separate the version numbers using a semi-colon.	1.2.3			quality_control_method_version		
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100559	quality control determination	quality_control_determination	QualityControlDeterminationMenu	NullValueMenu		TRUE							The determination of a quality control assessment.	Select a value from the pick list provided. If a desired value is missing, submit a new term request to the PHA4GE QC Tag GitHub issuetracker using the New Term Request form.	sequence failed quality control			quality_control_determination		
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100560	quality control issues	quality_control_issues	QualityControlIssuesMenu	NullValueMenu		TRUE							The reason contributing to, or causing, a low quality determination in a quality control assessment.	Select a value from the pick list provided. If a desired value is missing, submit a new term request to the PHA4GE QC Tag GitHub issuetracker using the New Term Request form.	low average genome coverage			quality_control_issues		
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100561	quality control details	quality_control_details	WhitespaceMinimizedString										The details surrounding a low quality determination in a quality control assessment.	Provide notes or details regarding QC results using free text.	CT value of 39. Low viral load. Low DNA concentration after amplification.			quality_control_details		
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0001458	raw sequence data processing method	raw_sequence_data_processing_method	WhitespaceMinimizedString	NullValueMenu				TRUE					The method used for raw data processing such as removing barcodes, adapter trimming, filtering etc.	Provide the software name followed by the version or a link to the github protocol e.g. Trimmomatic v. 0.38, Porechop v. 0.2.3	Porechop 0.2.3			raw_sequence_data_processing_method		
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0001459	dehosting method	dehosting_method	WhitespaceMinimizedString	NullValueMenu				TRUE					The method used to remove host reads from the pathogen sequence.	Provide the name and version number of the software used to remove host reads.	Nanostripper			dehosting_method		
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0101715	genome sequence file name	genome_sequence_file_name	WhitespaceMinimizedString	NullValueMenu									The name of the consensus sequence file.	Provide the name and version number, with the file extension, of the processed genome sequence file e.g. a consensus sequence FASTA file or a genome assembly file.	mpxvassembly.fasta			filename		
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0101716	genome sequence file path	genome_sequence_file_path	WhitespaceMinimizedString	NullValueMenu									The filepath of the consensus sequence file.	Provide the filepath of the genome sequence FASTA file.	/User/Documents/ViralLab/Data/mpxvassembly.fasta					
WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100825	sequence assembly software name	sequence_assembly_software_name	WhitespaceMinimizedString	NullValueMenu									The name of the software used to assemble a sequence.	Provide the name of the software used to assemble the sequence.	SPAdes Genome Assembler, Canu, wtdbg2, velvet					
WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100826	sequence assembly software version	sequence_assembly_software_version	WhitespaceMinimizedString	NullValueMenu									The version of the software used to assemble a sequence.	Provide the version of the software used to assemble the sequence.	3.15.5					
WastewaterSARS-CoV-2	Bioinformatics and QC metrics	GENEPIO:0001463	consensus sequence software name	consensus_sequence_software_name	WhitespaceMinimizedString	NullValueMenu									The name of the software used to generate the consensus sequence.	Provide the name of the software used to generate the consensus sequence.	iVar					
WastewaterSARS-CoV-2	Bioinformatics and QC metrics	GENEPIO:0001469	consensus sequence software version	consensus_sequence_software_version	WhitespaceMinimizedString	NullValueMenu									The version of the software used to generate the consensus sequence.	Provide the version of the software used to generate the consensus sequence.	1.3					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0001472	breadth of coverage value	breadth_of_coverage_value	WhitespaceMinimizedString										The percentage of the reference genome covered by the sequenced data, to a prescribed depth.	Provide value as a percent.	95					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0001474	depth of coverage value	depth_of_coverage_value	WhitespaceMinimizedString										The average number of reads representing a given nucleotide in the reconstructed sequence.	Provide value as a fold of coverage.	400					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0001475	depth of coverage threshold	depth_of_coverage_threshold	WhitespaceMinimizedString										The threshold used as a cut-off for the depth of coverage.	Provide the threshold fold coverage.	100					
WastewaterSARS-CoV-2;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100844	genome completeness	genome_completeness	WhitespaceMinimizedString										The percentage of expected genes identified in the genome being sequenced. Missing genes indicate missing genomic regions (incompleteness) in the data.	Provide the genome completeness as a percent (no need to include units).	85					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0001482	number of base pairs sequenced	number_of_base_pairs_sequenced	integer										The number of total base pairs generated by the sequencing process.	Provide a numerical value (no need to include units).	387566					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100827	number of total reads	number_of_total_reads	integer										The total number of non-unique reads generated by the sequencing process.	Provide a numerical value (no need to include units).	423867					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100828	number of unique reads	number_of_unique_reads	integer										The number of unique reads generated by the sequencing process.	Provide a numerical value (no need to include units).	248236					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100829	minimum post-trimming read length	minimum_posttrimming_read_length	integer										The threshold used as a cut-off for the minimum length of a read after trimming.	Provide a numerical value (no need to include units).	150					
WastewaterSARS-CoV-2;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100937	number of contigs	number_of_contigs	integer										The number of contigs (contiguous sequences) in a sequence assembly.	Provide a numerical value.	10					
WastewaterSARS-CoV-2;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100830	percent Ns across total genome length	percent_ns_across_total_genome_length	integer										The percentage of the assembly that consists of ambiguous bases (Ns).	Provide a numerical value (no need to include units).	2					
WastewaterSARS-CoV-2	Bioinformatics and QC metrics	GENEPIO:0001484	Ns per 100 kbp	ns_per_100_kbp	integer										The number of ambiguous bases (Ns) normalized per 100 kilobasepairs (kbp).	Provide a numerical value (no need to include units).	342					
WastewaterSARS-CoV-2;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100938	N50	n50	integer										The length of the shortest read that, together with other reads, represents at least 50% of the nucleotides in a set of sequences.	Provide the N50 value in Mb.	150					
WastewaterSARS-CoV-2;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100845	percent read contamination	percent_read_contamination	integer										The percent of the total number of reads identified as contamination (not belonging to the target organism) in a sequence dataset.	Provide the percent contamination value (no need to include units).	2					
WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100846	sequence assembly length	sequence_assembly_length	integer										The length of the genome generated by assembling reads using a scaffold or by reference-based mapping.	Provide a numerical value (no need to include units).	34272					
WastewaterSARS-CoV-2	Bioinformatics and QC metrics	GENEPIO:0001483	consensus genome length	consensus_genome_length	integer										The length of the genome defined by the most common nucleotides at each position.	Provide a numerical value (no need to include units).	38677					
WastewaterSARS-CoV-2;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0001485	reference genome accession	reference_genome_accession	WhitespaceMinimizedString										A persistent, unique identifier of a genome database entry.	Provide the accession number of the reference genome.	NC_045512.2			assembly	assembly	
WastewaterSARS-CoV-2;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0100831	deduplication method	deduplication_method	WhitespaceMinimizedString										The method used to remove duplicated reads in a sequence read dataset.	Provide the deduplication software name followed by the version, or a link to a tool or method.	DeDup 0.12.8					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Bioinformatics and QC metrics	GENEPIO:0001489	bioinformatics protocol	bioinformatics_protocol	WhitespaceMinimizedString										A description of the overall bioinformatics strategy used.	Further details regarding the methods used to process raw data, and/or generate assemblies, and/or generate consensus sequences can. This information can be provided in an SOP or protocol or pipeline/workflow. Provide the name and version number of the protocol, or a GitHub link to a pipeline or workflow.	https://github.com/phac-nml/ncov2019-artic-nf					
WastewaterAMR;WastewaterPathogenAgnostic		GENEPIO:0101082	Taxonomic identification information																			
WastewaterAMR	Taxonomic identification information	GENEPIO:0100832	read mapping software name	read_mapping_software_name	WhitespaceMinimizedString					TRUE					The name of the software used to map sequence reads to a reference genome or set of reference genes.	Provide the name of the read mapping software.	Bowtie2, BWA-MEM, TopHat					
WastewaterAMR	Taxonomic identification information	GENEPIO:0100833	read mapping software version	read_mapping_software_version	WhitespaceMinimizedString					TRUE					The version of the software used to map sequence reads to a reference genome or set of reference genes.	Provide the version number of the read mapping software.	2.5.1					
WastewaterPathogenAgnostic	Taxonomic identification information	GENEPIO:0100832	read mapping software name	read_mapping_software_name	WhitespaceMinimizedString				TRUE						The name of the software used to map sequence reads to a reference genome or set of reference genes.	Provide the name of the read mapping software.	Bowtie2, BWA-MEM, TopHat					
WastewaterPathogenAgnostic	Taxonomic identification information	GENEPIO:0100833	read mapping software version	read_mapping_software_version	WhitespaceMinimizedString				TRUE						The version of the software used to map sequence reads to a reference genome or set of reference genes.	Provide the version number of the read mapping software.	2.5.1					
WastewaterAMR;WastewaterPathogenAgnostic	Taxonomic identification information	GENEPIO:0100834	taxonomic reference database name	taxonomic_reference_database_name	WhitespaceMinimizedString					TRUE					The name of the taxonomic reference database used to identify the organism.	Provide the name of the taxonomic reference database.	NCBITaxon					
WastewaterAMR;WastewaterPathogenAgnostic	Taxonomic identification information	GENEPIO:0100835	taxonomic reference database version	taxonomic_reference_database_version	WhitespaceMinimizedString					TRUE					The version of the taxonomic reference database used to identify the organism.	Provide the version number of the taxonomic reference database.	1.3					
WastewaterAMR;WastewaterPathogenAgnostic	Taxonomic identification information	GENEPIO:0101074	taxonomic analysis report filename	taxonomic_analysis_report_filename	WhitespaceMinimizedString										The filename of the report containing the results of a taxonomic analysis.	Provide the filename of the report containing the results of the taxonomic analysis.	WWtax_report_Feb1_2024.doc					
WastewaterAMR;WastewaterPathogenAgnostic	Taxonomic identification information	GENEPIO:0101075	taxonomic analysis date	taxonomic_analysis_date	date							{today}			The date a taxonomic analysis was performed.	Providing the date that an analyis was performed can help provide context for tool and reference database versions. Provide the date that the taxonomic analysis was performed in ISO 8601 format, i.e. "YYYY-MM-DD".	2024-02-01					
WastewaterAMR;WastewaterPathogenAgnostic	Taxonomic identification information	GENEPIO:0100836	read mapping criteria	read_mapping_criteria	WhitespaceMinimizedString										A description of the criteria used to map reads to a reference sequence.	Provide a description of the read mapping criteria.	Phred score >20					
WastewaterAMR		GENEPIO:0100479	AMR detection information																			
WastewaterAMR	AMR detection information	GENEPIO:0101076	AMR analysis software name	amr_analysis_software_name	WhitespaceMinimizedString					TRUE					The name of the software used to perform an in silico antimicrobial resistance determinant identification/analysis.	Provide the name of the software used for AMR analysis.	Resistance Gene Identifier  					
WastewaterAMR	AMR detection information	GENEPIO:0101077	AMR analysis software version	amr_analysis_software_version	WhitespaceMinimizedString					TRUE					The version number of the software used to perform an in silico antimicrobial resistance determinant idenrtification/analysis.	Provide the version number of the software used for AMR analysis.	6.0.3					
WastewaterAMR	AMR detection information	GENEPIO:0101078	AMR reference database name	amr_reference_database_name	WhitespaceMinimizedString					TRUE					Thr name of the reference database used to perform an in silico antimicrobial resistance determinant identification/analysis.	Provide the name of the reference database used for AMR analysis.	Comprehensive Antibiotic Resistance Database (CARD) 					
WastewaterAMR	AMR detection information	GENEPIO:0101079	AMR reference database version	amr_reference_database_version	WhitespaceMinimizedString					TRUE					The version number of the reference database used to perform an in silico antimicrobial resistance determinant identification/analysis.	Provide the version number of the reference database used for AMR analysis.	3.2.9					
WastewaterAMR	AMR detection information	GENEPIO:0101080	AMR analysis report filename	amr_analysis_report_filename	WhitespaceMinimizedString					TRUE					The filename of the report containing the results of an in silico antimicrobial resistance analysis.	Provide the filename of the report containing the results of the AMR analysis.	WWAMR_report_Feb1_2024.doc					
WastewaterAMR	AMR detection information	GENEPIO:0102069	AMR analysis date	amr_analysis_date	date							{today}			The date the antimicrobial resistance analysis was performed.	Providing the date that an analyis was performed can help provide context for tool and reference database versions. Provide the date that the analysis was performed in ISO 8601 format, i.e. "YYYY-MM-DD".	2024-02-01					
WastewaterSARS-CoV-2		GENEPIO:0001498	Lineage/clade information																			
WastewaterSARS-CoV-2	Lineage/clade information	GENEPIO:0001500	lineage/clade name	lineage_clade_name	WhitespaceMinimizedString										The name of the lineage or clade.	Provide the Pangolin or Nextstrain lineage/clade name. Multiple lineages/clades can be provided, separated by a semicolon.	B.1.1.7					
WastewaterSARS-CoV-2	Lineage/clade information	GENEPIO:0001501	lineage/clade analysis software name	lineage_clade_analysis_software_name	WhitespaceMinimizedString										The name of the software used to determine the lineage/clade.	Provide the name of the software used to determine the lineage/clade.	Freyja					
WastewaterSARS-CoV-2	Lineage/clade information	GENEPIO:0001502	lineage/clade analysis software version	lineage_clade_analysis_software_version	WhitespaceMinimizedString										The version of the software used to determine the lineage/clade.	Provide the version of the software used ot determine the lineage/clade.	1.5.0					
WastewaterSARS-CoV-2	Lineage/clade information	GENEPIO:0101081	lineage/clade analysis report filename	lineage_clade_analysis_report_filename	WhitespaceMinimizedString										The filename of the report containing the results of a lineage/clade analysis.	Provide the filename of the report containing the results of the lineage/clade analysis.	aggregated-WWSC2-ABC-b_1234.tsv					
WastewaterSARS-CoV-2	Lineage/clade information	GENEPIO:0102070	lineage/clade analysis date	lineage_clade_analysis_date	date							{today}			The date of the lineage/clade analysis was performed.	Providing the date that an analyis was performed can help provide context for tool and reference database versions. Provide the date that the analysis was performed in ISO 8601 format, i.e. "YYYY-MM-DD".	2024-02-01					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic		GENEPIO:0001506	Pathogen diagnostic testing																			
WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0102049	target taxonomic name 1	target_taxonomic_name_1	WhitespaceMinimizedString										The scientific name of the organism or taxon that is the focus of the study, assay, or diagnostic test.	The target taxonomic name refers to the specific species, genus, or other taxonomic classification that the assay or diagnostic test is designed to identify, detect, or characterize. This may include the full binomial name (Genus species) or a higher taxonomic rank (e.g., genus, family) when species-level identification is not applicable.  Avoid abbreviations. Search for taxonomic names here: ncbi.nlm.nih.gov/taxonomy.			ww_surv_target_1			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0102052	assay target name 1	assay_target_name_1	WhitespaceMinimizedString	NullValueMenu									The name of the assay target used in the diagnostic RT-PCR test.	The specific genomic region, sequence, or variant targeted by the assay in a diagnostic RT-PCR test. This may include parts of a gene, non-coding regions, or other genetic elements that serve as a marker for detecting the presence of a pathogen or other relevant entities.						
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0102045	assay target details 1	assay_target_details_1	WhitespaceMinimizedString										Describe any details of the assay target.	Provide details that are applicable to the assay used for the diagnostic test. 						
WastewaterSARS-CoV-2	Pathogen diagnostic testing	GENEPIO:0102041	gene symbol 1	gene_symbol_1	GeneSymbolMenu	NullValueMenu									The symbol of the gene used in the diagnostic RT-PCR test.	Select a gene name value from the pick list provided.	E gene (orf4)					
WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0102041	gene symbol 1	gene_symbol_1	WhitespaceMinimizedString	NullValueMenu									The symbol of the gene used in the diagnostic RT-PCR test.	Provide the full name of the gene used in the test. Standardized gene names can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	gyrase A					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0100962	diagnostic target presence 1	diagnostic_target_presence_1	DiagnosticTargetPresenceMenu	NullValueMenu									The binary value of the result from a diagnostic test.	Select a value from the pick list provided, to describe whether a target was determined to be present or absent within a sample.	diagnostic target present		ww_surv_target_1_known_present			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0100963	diagnostic measurement value 1	diagnostic_measurement_value_1	WhitespaceMinimizedString										The value of the result from a diagnostic test.	Provide the numerical result of a diagnostic test (no need to include units).	1000		ww_surv_target_1_conc			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0100964	diagnostic measurement unit 1	diagnostic_measurement_unit_1	DiagnosticMeasurementUnitMenu	NullValueMenu									The unit of the result from a diagnostic test.	Select a value from the pick list provided, to describe the units of the given diagnostic test.	cycle threshold (Ct) 		ww_surv_target_1_conc_unit			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0100965	diagnostic measurement method 1	diagnostic_measurement_method_1	DiagnosticMeasurementMethodMenu	NullValueMenu									The method by which a diagnostic result was determined.	Select a value from the pick list provided to describe the method used for a given diagnostic test.	qPCR		ww_surv_target_1_protocol			
WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0102050	target taxonomic name 2												The scientific name of the organism or taxon that is the focus of the study, assay, or diagnostic test.	The target taxonomic name refers to the specific species, genus, or other taxonomic classification that the assay or diagnostic test is designed to identify, detect, or characterize. This may include the full binomial name (Genus species) or a higher taxonomic rank (e.g., genus, family) when species-level identification is not applicable.  Avoid abbreviations. Search for taxonomic names here: ncbi.nlm.nih.gov/taxonomy.			ww_surv_target_2			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0102038	assay target name 2	assay_target_name_2	WhitespaceMinimizedString										The name of the assay target used in the diagnostic RT-PCR test.	The specific genomic region, sequence, or variant targeted by the assay in a diagnostic RT-PCR test. This may include parts of a gene, non-coding regions, or other genetic elements that serve as a marker for detecting the presence of a pathogen or other relevant entities.						
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Pathogen diagnostic testing	GENEPIO:0102046	assay target details 2	assay_target_details_2	WhitespaceMinimizedString										Describe any details of the assay target.	Provide details that are applicable to the assay used for the diagnostic test. 						
WastewaterSARS-CoV-2	Pathogen diagnostic testing	GENEPIO:0102042	gene symbol 2	gene_symbol_2	GeneSymbolMenu	NullValueMenu									The symbol of the gene used in the diagnostic RT-PCR test.	Select a gene name value from the pick list provided.	E gene (orf4)		ww_surv_target_2_gene			
