class_name	slot_group	slot_group_fr	slot_uri	title	name	title_fr	range	range_2	identifier	multivalued	required	recommended	minimum_value	maximum_value	pattern	structured_pattern	description	description_fr	comments	comments_fr	examples	examples_fr	EXPORT_GISAID	EXPORT_CNPHI	EXPORT_NML_LIMS	EXPORT_BIOSAMPLE	EXPORT_VirusSeq_Portal
	Host exposure information	Informations sur l'exposition de l'hôte	GENEPIO:0001431	exposure details	exposure_details	Détails de l’exposition	WhitespaceMinimizedString										Additional host exposure information.	Renseignements supplémentaires sur l’exposition de l’hôte	Free text description of the exposure.	Description en texte libre de l’exposition.	Host role - Other: Bus Driver	Rôle d’hôte - Autre : Conducteur d’autobus			PH_EXPOSURE_DETAILS		
																											
																											
			GENEPIO:0001434	Host reinfection information																							
	Host reinfection information	Informations sur la réinfection de l'hôte	GENEPIO:0001435	prior SARS-CoV-2 infection	prior_sarscov2_infection	Infection antérieure par le SRAS-CoV-2	PriorSarsCov2InfectionMenu	NullValueMenu									Whether there was prior SARS-CoV-2 infection.	Infection antérieure par le SRAS-CoV-2 ou non	If known, provide information about whether the individual had a previous SARS-CoV-2 infection. Select a value from the pick list.	Si vous le savez, fournissez des renseignements indiquant si la personne a déjà eu une infection par le SRAS-CoV-2. Sélectionnez une valeur à partir de la liste de sélection.	Yes	Oui			prior SARS-CoV-2 infection		
	Host reinfection information	Informations sur la réinfection de l'hôte	GENEPIO:0001436	prior SARS-CoV-2 infection isolate	prior_sarscov2_infection_isolate	Isolat d’une infection antérieure par le SRAS-CoV-2	WhitespaceMinimizedString										The identifier of the isolate found in the prior SARS-CoV-2 infection.	Identifiant de l’isolat trouvé lors de l’infection antérieure par le SRAS-CoV-2	Provide the isolate name of the most recent prior infection. Structure the "isolate" name to be ICTV/INSDC compliant in the following format: "SARS-CoV-2/host/country/sampleID/date".	Indiquez le nom de l’isolat de l’infection antérieure la plus récente. Structurez le nom de « l’isolat » pour qu’il soit conforme à la norme ICTV/INSDC dans le format suivant : « SRAS-CoV-2/hôte/pays/IDéchantillon/date ».	SARS-CoV-2/human/USA/CA-CDPH-001/2020	SARS-CoV-2/human/USA/CA-CDPH-001/2020			prior SARS-CoV-2 infection isolate		
	Host reinfection information	Informations sur la réinfection de l'hôte	GENEPIO:0001437	prior SARS-CoV-2 infection date	prior_sarscov2_infection_date	Date d’une infection antérieure par le SRAS-CoV-2	date							{today}			The date of diagnosis of the prior SARS-CoV-2 infection.	Date du diagnostic de l’infection antérieure par le SRAS-CoV-2	Provide the date that the most recent prior infection was diagnosed. Provide the prior SARS-CoV-2 infection date in ISO 8601 standard format "YYYY-MM-DD".	Indiquez la date à laquelle l’infection antérieure la plus récente a été diagnostiquée. Fournissez la date d’infection antérieure par le SRAS-CoV-2 selon le format standard ISO 8601 « AAAA-MM-DD ».	2021-01-23	2021-01-23			prior SARS-CoV-2 infection date		
	Host reinfection information	Informations sur la réinfection de l'hôte	GENEPIO:0001438	prior SARS-CoV-2 antiviral treatment	prior_sarscov2_antiviral_treatment	Traitement antiviral contre une infection antérieure par le SRAS-CoV-2	PriorSarsCov2AntiviralTreatmentMenu	NullValueMenu									Whether there was prior SARS-CoV-2 treatment with an antiviral agent.	Traitement contre une infection antérieure par le SRAS-CoV-2 avec un agent antiviral ou non	If known, provide information about whether the individual had a previous SARS-CoV-2 antiviral treatment. Select a value from the pick list.	Si vous le savez, indiquez si la personne a déjà reçu un traitement antiviral contre le SRAS-CoV-2. Sélectionnez une valeur à partir de la liste de sélection.	No prior antiviral treatment	Aucun traitement antiviral antérieur			prior SARS-CoV-2 antiviral treatment		
	Host reinfection information	Informations sur la réinfection de l'hôte	GENEPIO:0001439	prior SARS-CoV-2 antiviral treatment agent	prior_sarscov2_antiviral_treatment_agent	Agent du traitement antiviral contre une infection antérieure par le SRAS-CoV-2	WhitespaceMinimizedString										The name of the antiviral treatment agent administered during the prior SARS-CoV-2 infection.	Nom de l’agent de traitement antiviral administré lors de l’infection antérieure par le SRAS-CoV-2	Provide the name of the antiviral treatment agent administered during the most recent prior infection. If no treatment was administered, put "No treatment". If multiple antiviral agents were administered, list them all separated by commas.	Indiquez le nom de l’agent de traitement antiviral administré lors de l’infection antérieure la plus récente. Si aucun traitement n’a été administré, inscrivez « Aucun traitement ». Si plusieurs agents antiviraux ont été administrés, énumérez-les tous, séparés par des virgules.	Remdesivir	Remdesivir			prior SARS-CoV-2 antiviral treatment agent		
	Host reinfection information	Informations sur la réinfection de l'hôte	GENEPIO:0001440	prior SARS-CoV-2 antiviral treatment date	prior_sarscov2_antiviral_treatment_date	Date du traitement antiviral contre une infection antérieure par le SRAS-CoV-2	date										The date treatment was first administered during the prior SARS-CoV-2 infection.	Date à laquelle le traitement a été administré pour la première fois lors de l’infection antérieure par le SRAS-CoV-2	Provide the date that the antiviral treatment agent was first administered during the most recenrt prior infection. Provide the prior SARS-CoV-2 treatment date in ISO 8601 standard format "YYYY-MM-DD".	Indiquez la date à laquelle l’agent de traitement antiviral a été administré pour la première fois lors de l’infection antérieure la plus récente. Fournissez la date du traitement antérieur contre le SRAS-CoV-2 selon le format standard ISO 8601 « AAAA-MM-DD ».	2021-01-28	2021-01-28			prior SARS-CoV-2 antiviral treatment date		
																											
																											
			GENEPIO:0001441	Sequencing																							
	Sequencing	Séquençage	GENEPIO:0001445	purpose of sequencing	purpose_of_sequencing	Objectif du séquençage	PurposeOfSequencingMenu	NullValueMenu		TRUE	TRUE						The reason that the sample was sequenced.	Raison pour laquelle l’échantillon a été séquencé	The reason why a sample was originally collected may differ from the reason why it was selected for sequencing. The reason a sample was sequenced may provide information about potential biases in sequencing strategy. Provide the purpose of sequencing from the picklist in the template. The reason for sample collection should be indicated in the "purpose of sampling" field. 	La raison pour laquelle un échantillon a été initialement prélevé peut différer de la raison pour laquelle il a été sélectionné aux fins de séquençage. La raison pour laquelle un échantillon a été séquencé peut fournir des renseignements sur les biais potentiels dans la stratégie de séquençage. Fournissez le but du séquençage à partir de la liste de sélection dans le modèle. Le motif de prélèvement de l’échantillon doit être indiqué dans le champ « Objectif de l’échantillonnage ».	Baseline surveillance (random sampling)	Surveillance de base (échantillonnage aléatoire)		Reason for Sequencing	PH_REASON_FOR_SEQUENCING	purpose_of_sequencing	purpose of sequencing
	Sequencing	Séquençage	GENEPIO:0001446	purpose of sequencing details	purpose_of_sequencing_details	Détails de l’objectif du séquençage	WhitespaceMinimizedString	NullValueMenu			TRUE						The description of why the sample was sequenced providing specific details.	Description de la raison pour laquelle l’échantillon a été séquencé, fournissant des détails spécifiques	Provide an expanded description of why the sample was sequenced using free text. The description may include the importance of the sequences for a particular public health investigation/surveillance activity/research question. Suggested standardized descriotions include: Screened for S gene target failure (S dropout), Screened for mink variants, Screened for B.1.1.7 variant, Screened for B.1.135 variant, Screened for P.1 variant, Screened due to travel history, Screened due to close contact with infected individual, Assessing public health control measures, Determining early introductions and spread, Investigating airline-related exposures, Investigating temporary foreign worker, Investigating remote regions, Investigating health care workers, Investigating schools/universities, Investigating reinfection.	Fournissez une description détaillée de la raison pour laquelle l’échantillon a été séquencé en utilisant du texte libre. La description peut inclure l’importance des séquences pour une enquête, une activité de surveillance ou une question de recherche particulière dans le domaine de la santé publique. Les descriptions normalisées suggérées sont les suivantes : Dépistage de l’absence de détection du gène S (abandon du gène S), dépistage de variants associés aux visons, dépistage du variant B.1.1.7, dépistage du variant B.1.135, dépistage du variant P.1, dépistage en raison des antécédents de voyage, dépistage en raison d’un contact étroit avec une personne infectée, évaluation des mesures de contrôle de la santé publique, détermination des introductions et de la propagation précoces, enquête sur les expositions liées aux voyages aériens, enquête sur les travailleurs étrangers temporaires, enquête sur les régions éloignées, enquête sur les travailleurs de la santé, enquête sur les écoles et les universités, enquête sur la réinfection.	Screened for S gene target failure (S dropout)	Dépistage de l’absence de détection du gène S (abandon du gène S)		Details on the Reason for Sequencing	PH_REASON_FOR_SEQUENCING_DETAILS		purpose of sequencing details
	Sequencing	Séquençage	GENEPIO:0001447	sequencing date	sequencing_date	Date de séquençage	date	NullValueMenu			TRUE		{sample_collection_date}	{today}			The date the sample was sequenced.	Date à laquelle l’échantillon a été séquencé	ISO 8601 standard "YYYY-MM-DD".	La date doit être fournie selon le format standard ISO 8601 : « AAAA-MM-JJ ».	2020-06-22	2020-06-22			PH_SEQUENCING_DATE		
	Sequencing	Séquençage	GENEPIO:0001448	library ID	library_id	ID de la bibliothèque	WhitespaceMinimizedString					TRUE					The user-specified identifier for the library prepared for sequencing.	Identifiant spécifié par l’utilisateur pour la bibliothèque faisant l’objet du séquençage	The library name should be unique, and can be an autogenerated ID from your LIMS, or modification of the isolate ID.	Le nom de la bibliothèque doit être unique et peut être un ID généré automatiquement à partir de votre système de gestion de l’information des laboratoires, ou une modification de l’ID de l’isolat.	XYZ_123345	XYZ_123345			library ID		
	Sequencing	Séquençage	GENEPIO:0001449	amplicon size	amplicon_size	Taille de l’amplicon	WhitespaceMinimizedString										The length of the amplicon generated by PCR amplification.	Longueur de l’amplicon généré par l’amplification de la réaction de polymérisation en chaîne	Provide the amplicon size, including the units.	Fournissez la taille de l’amplicon, y compris les unités.	300bp	300 pb			amplicon size		
	Sequencing	Séquençage	GENEPIO:0001450	library preparation kit	library_preparation_kit	Trousse de préparation de la bibliothèque	WhitespaceMinimizedString										The name of the DNA library preparation kit used to generate the library being sequenced.	Nom de la trousse de préparation de la banque d’ADN utilisée pour générer la bibliothèque faisant l’objet du séquençage	Provide the name of the library preparation kit used.	Indiquez le nom de la trousse de préparation de la bibliothèque utilisée.	Nextera XT	Nextera XT			PH_LIBRARY_PREP_KIT		
	Sequencing	Séquençage	GENEPIO:0001451	flow cell barcode	flow_cell_barcode	Code-barres de la cuve à circulation	WhitespaceMinimizedString										The barcode of the flow cell used for sequencing.	Code-barres de la cuve à circulation utilisée aux fins de séquençage	Provide the barcode of the flow cell used for sequencing the sample.	Fournissez le code-barres de la cuve à circulation utilisée pour séquencer l’échantillon.	FAB06069	FAB06069			flow cell barcode		
	Sequencing	Séquençage	GENEPIO:0001452	sequencing instrument	sequencing_instrument	Instrument de séquençage	SequencingInstrumentMenu	NullValueMenu		TRUE	TRUE						The model of the sequencing instrument used.	Modèle de l’instrument de séquençage utilisé	Select a sequencing instrument from the picklist provided in the template.	Sélectionnez l’instrument de séquençage à partir de la liste de sélection.	Oxford Nanopore MinION	Oxford Nanopore MinION	Sequencing technology	Sequencing Instrument	PH_INSTRUMENT_CGN		sequencing instrument
	Sequencing	Séquençage	GENEPIO:0001453	sequencing protocol name	sequencing_protocol_name	Nom du protocole de séquençage	WhitespaceMinimizedString					TRUE					The name and version number of the sequencing protocol used.	Nom et numéro de version du protocole de séquençage utilisé	Provide the name and version of the sequencing protocol e.g. 1D_DNA_MinION	Fournissez le nom et la version du protocole de séquençage (p. ex., 1D_DNA_MinION).	https://www.protocols.io/view/covid-19-artic-v3-illumina-library-construction-an-bibtkann	https://www.protocols.io/view/covid-19-artic-v3-illumina-library-construction-an-bibtkann		Sequencing Protocol Name	PH_SEQ_PROTOCOL_NAME		
	Sequencing	Séquençage	GENEPIO:0001454	sequencing protocol	sequencing_protocol	Protocole de séquençage	WhitespaceMinimizedString										The protocol used to generate the sequence.	Protocole utilisé pour générer la séquence	Provide a free text description of the methods and materials used to generate the sequence. Suggested text, fill in information where indicated.: "Viral sequencing was performed following a tiling amplicon strategy using the <fill in> primer scheme. Sequencing was performed using a <fill in> sequencing instrument. Libraries were prepared using <fill in> library kit. "	Fournissez une description en texte libre des méthodes et du matériel utilisés pour générer la séquence. Voici le texte suggéré (insérez les renseignements manquants) : « Le séquençage viral a été effectué selon une stratégie d’amplicon en mosaïque en utilisant le schéma d’amorce <à remplir>. Le séquençage a été effectué à l’aide d’un instrument de séquençage <à remplir>. Les bibliothèques ont été préparées à l’aide de la trousse <à remplir>. »	Genomes were generated through amplicon sequencing of 1200 bp amplicons with Freed schema primers. Libraries were created using Illumina DNA Prep kits, and sequence data was produced using Miseq Micro v2 (500 cycles) sequencing kits.	Les génomes ont été générés par séquençage d’amplicons de 1 200 pb avec des amorces de schéma Freed. Les bibliothèques ont été créées à l’aide des trousses de préparation de l’ADN Illumina et les données de séquence ont été produites à l’aide des trousses de séquençage Miseq Micro v2 (500 cycles).			PH_TESTING_PROTOCOL		sequencing protocol  
	Sequencing	Séquençage	GENEPIO:0001455	sequencing kit number	sequencing_kit_number	Numéro de la trousse de séquençage	WhitespaceMinimizedString										The manufacturer's kit number.	Numéro de la trousse du fabricant	Alphanumeric value.	Valeur alphanumérique.	AB456XYZ789	AB456XYZ789			sequencing kit number		
	Sequencing	Séquençage	GENEPIO:0001456	amplicon pcr primer scheme	amplicon_pcr_primer_scheme	Schéma d’amorce pour la réaction de polymérisation en chaîne de l’amplicon	WhitespaceMinimizedString										The specifications of the primers (primer sequences, binding positions, fragment size generated etc) used to generate the amplicons to be sequenced.	Spécifications liées aux amorces (séquences d’amorces, positions de liaison, taille des fragments générés, etc.) utilisées pour générer les amplicons à séquencer	Provide the name and version of the primer scheme used to generate the amplicons for sequencing.	Fournissez le nom et la version du schéma d’amorce utilisé pour générer les amplicons aux fins de séquençage.	https://github.com/joshquick/artic-ncov2019/blob/master/primer_schemes/nCoV-2019/V3/nCoV-2019.tsv	https://github.com/joshquick/artic-ncov2019/blob/master/primer_schemes/nCoV-2019/V3/nCoV-2019.tsv			amplicon pcr primer scheme		
			GENEPIO:0001457	Bioinformatics and QC metrics																							
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001458	raw sequence data processing method	raw_sequence_data_processing_method	Méthode de traitement des données de séquences brutes	WhitespaceMinimizedString	NullValueMenu			TRUE						The names of the software and version number used for raw data processing such as removing barcodes, adapter trimming, filtering etc.	Nom et numéro de version du logiciel utilisé pour le traitement des données brutes, comme la suppression des codes-barres, le découpage de l’adaptateur, le filtrage, etc.	Provide the software name followed by the version e.g. Trimmomatic v. 0.38, Porechop v. 0.2.3	Fournissez le nom du logiciel, suivi de la version (p. ex., Trimmomatic v. 0.38, Porechop v. 0.2.03).	Porechop 0.2.3	Porechop 0.2.3			PH_RAW_SEQUENCE_METHOD		raw sequence data processing method
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001459	dehosting method	dehosting_method	Méthode de retrait de l’hôte	WhitespaceMinimizedString	NullValueMenu			TRUE						The method used to remove host reads from the pathogen sequence.	Méthode utilisée pour supprimer les lectures de l’hôte de la séquence de l’agent pathogène	Provide the name and version number of the software used to remove host reads.	Fournissez le nom et le numéro de version du logiciel utilisé pour supprimer les lectures de l’hôte.	Nanostripper	Nanostripper			PH_DEHOSTING_METHOD		dehosting method
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001460	consensus sequence name	consensus_sequence_name	Nom de la séquence de consensus	WhitespaceMinimizedString										The name of the consensus sequence.	Nom de la séquence de consensus	Provide the name and version number of the consensus sequence.	Fournissez le nom et le numéro de version de la séquence de consensus.	ncov123assembly3	ncov123assembly3			consensus sequence name		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001461	consensus sequence filename	consensus_sequence_filename	Nom du fichier de la séquence de consensus	WhitespaceMinimizedString										The name of the consensus sequence file.	Nom du fichier de la séquence de consensus	Provide the name and version number of the consensus sequence FASTA file.	Fournissez le nom et le numéro de version du fichier FASTA de la séquence de consensus.	ncov123assembly.fasta	ncov123assembly.fasta			consensus sequence filename		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001462	consensus sequence filepath	consensus_sequence_filepath	Chemin d’accès au fichier de la séquence de consensus	WhitespaceMinimizedString										The filepath of the consensus sequence file.	Chemin d’accès au fichier de la séquence de consensus	Provide the filepath of the consensus sequence FASTA file.	Fournissez le chemin d’accès au fichier FASTA de la séquence de consensus.	/User/Documents/RespLab/Data/ncov123assembly.fasta	/User/Documents/RespLab/Data/ncov123assembly.fasta			consensus sequence filepath		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001463	consensus sequence software name	consensus_sequence_software_name	Nom du logiciel de la séquence de consensus	WhitespaceMinimizedString	NullValueMenu			TRUE						The name of software used to generate the consensus sequence.	Nom du logiciel utilisé pour générer la séquence de consensus	Provide the name of the software used to generate the consensus sequence.	Fournissez le nom du logiciel utilisé pour générer la séquence de consensus.	iVar	iVar	Assembly method	consensus sequence 	PH_CONSENSUS_SEQUENCE		consensus sequence software name
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001469	consensus sequence software version	consensus_sequence_software_version	Version du logiciel de la séquence de consensus	WhitespaceMinimizedString	NullValueMenu			TRUE						The version of the software used to generate the consensus sequence.	Version du logiciel utilisé pour générer la séquence de consensus	Provide the version of the software used to generate the consensus sequence.	Fournir la version du logiciel utilisé pour générer la séquence de consensus.	1.3	1.3		consensus sequence 	PH_CONSENSUS_SEQUENCE_VERSION		consensus sequence software version
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001472	breadth of coverage value	breadth_of_coverage_value	Valeur de l’étendue de la couverture	WhitespaceMinimizedString										The percentage of the reference genome covered by the sequenced data, to a prescribed depth.	Pourcentage du génome de référence couvert par les données séquencées, jusqu’à une profondeur prescrite	Provide value as a percent.	Fournissez la valeur en pourcentage.	95%	95 %			breadth of coverage value		breadth of coverage value
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001474	depth of coverage value	depth_of_coverage_value	Valeur de l’ampleur de la couverture	WhitespaceMinimizedString										The average number of reads representing a given nucleotide in the reconstructed sequence.	Nombre moyen de lectures représentant un nucléotide donné dans la séquence reconstruite	Provide value as a fold of coverage.	Fournissez la valeur sous forme de couverture amplifiée.	400x	400x	Coverage		depth of coverage value		depth of coverage value
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001475	depth of coverage threshold	depth_of_coverage_threshold	Seuil de l’ampleur de la couverture	WhitespaceMinimizedString										The threshold used as a cut-off for the depth of coverage.	Seuil utilisé comme limite pour l’ampleur de la couverture	Provide the threshold fold coverage.	Fournissez la couverture amplifiée.	100x	100x			depth of coverage threshold		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001476	r1 fastq filename	r1_fastq_filename	Nom de fichier R1 FASTQ	WhitespaceMinimizedString					TRUE					The user-specified filename of the r1 FASTQ file.	Nom du fichier R1 FASTQ spécifié par l’utilisateur	Provide the r1 FASTQ filename.	Fournissez le nom du fichier R1 FASTQ.	ABC123_S1_L001_R1_001.fastq.gz	ABC123_S1_L001_R1_001.fastq.gz			r1 fastq filename        		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001477	r2 fastq filename	r2_fastq_filename	Nom de fichier R2 FASTQ	WhitespaceMinimizedString					TRUE					The user-specified filename of the r2 FASTQ file.	Nom du fichier R2 FASTQ spécifié par l’utilisateur	Provide the r2 FASTQ filename.	Fournissez le nom du fichier R2 FASTQ.	ABC123_S1_L001_R2_001.fastq.gz	ABC123_S1_L001_R2_001.fastq.gz			r2 fastq filename		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001478	r1 fastq filepath	r1_fastq_filepath	Chemin d’accès au fichier R1 FASTQ	WhitespaceMinimizedString										The location of the r1 FASTQ file within a user's file system.	Emplacement du fichier R1 FASTQ dans le système de l’utilisateur	Provide the filepath for the r1 FASTQ file. This information aids in data management. 	Fournissez le chemin d’accès au fichier R1 FASTQ.	/User/Documents/RespLab/Data/ABC123_S1_L001_R1_001.fastq.gz	/User/Documents/RespLab/Data/ABC123_S1_L001_R1_001.fastq.gz			r1 fastq filepath		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001479	r2 fastq filepath	r2_fastq_filepath	Chemin d’accès au fichier R2 FASTQ	WhitespaceMinimizedString										The location of the r2 FASTQ file within a user's file system.	Emplacement du fichier R2 FASTQ dans le système de l’utilisateur	Provide the filepath for the r2 FASTQ file. This information aids in data management. 	Fournissez le chemin d’accès au fichier R2 FASTQ.	/User/Documents/RespLab/Data/ABC123_S1_L001_R2_001.fastq.gz	/User/Documents/RespLab/Data/ABC123_S1_L001_R2_001.fastq.gz			r2 fastq filepath		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001480	fast5 filename	fast5_filename	Nom de fichier FAST5	WhitespaceMinimizedString										The user-specified filename of the FAST5 file.	Nom du fichier FAST5 spécifié par l’utilisateur	Provide the FAST5 filename.	Fournissez le nom du fichier FAST5.	rona123assembly.fast5	rona123assembly.fast5			fast5 filename		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001481	fast5 filepath	fast5_filepath	Chemin d’accès au fichier FAST5	WhitespaceMinimizedString										The location of the FAST5 file within a user's file system.	Emplacement du fichier FAST5 dans le système de l’utilisateur	Provide the filepath for the FAST5 file. This information aids in data management. 	Fournissez le chemin d’accès au fichier FAST5.	/User/Documents/RespLab/Data/rona123assembly.fast5	/User/Documents/RespLab/Data/rona123assembly.fast5			fast5 filepath		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001482	number of base pairs sequenced	number_of_base_pairs_sequenced	Nombre de paires de bases séquencées	integer						0				The number of total base pairs generated by the sequencing process.	Nombre total de paires de bases générées par le processus de séquençage	Provide a numerical value (no need to include units).	Fournissez une valeur numérique (pas besoin d’inclure des unités).	387566	387 566			number of base pairs sequenced		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001483	consensus genome length	consensus_genome_length	Longueur consensuelle du génome	integer						0				Size of the reconstructed genome described as the number of base pairs.	Taille du génome reconstitué décrite comme étant le nombre de paires de bases	Provide a numerical value (no need to include units).	Fournissez une valeur numérique (pas besoin d’inclure des unités).	38677	38 677			consensus genome length		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001484	Ns per 100 kbp	ns_per_100_kbp	N par 100 kbp	decimal						0				The number of N symbols present in the consensus fasta sequence, per 100kbp of sequence.	Nombre de symboles N présents dans la séquence fasta de consensus, par 100 kbp de séquence	Provide a numerical value (no need to include units).	Fournissez une valeur numérique (pas besoin d’inclure des unités).	330	330			Ns per 100 kbp		
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001485	reference genome accession	reference_genome_accession	Accès au génome de référence	WhitespaceMinimizedString										A persistent, unique identifier of a genome database entry.	Identifiant persistant et unique d’une entrée dans une base de données génomique	Provide the accession number of the reference genome.	Fournissez le numéro d’accès au génome de référence.	NC_045512.2	NC_045512.2			reference genome accession		reference genome accession
	Bioinformatics and QC metrics	Bioinformatique et mesures de contrôle de la qualité	GENEPIO:0001489	bioinformatics protocol	bioinformatics_protocol	Protocole bioinformatique	WhitespaceMinimizedString	NullValueMenu			TRUE						A description of the overall bioinformatics strategy used.	Description de la stratégie bioinformatique globale utilisée	Further details regarding the methods used to process raw data, and/or generate assemblies, and/or generate consensus sequences can. This information can be provided in an SOP or protocol or pipeline/workflow. Provide the name and version number of the protocol, or a GitHub link to a pipeline or workflow.	Des détails supplémentaires concernant les méthodes utilisées pour traiter les données brutes, générer des assemblages ou générer des séquences de consensus peuvent être fournis dans une PON, un protocole, un pipeline ou un flux de travail. Fournissez le nom et le numéro de version du protocole, ou un lien GitHub vers un pipeline ou un flux de travail.	https://github.com/phac-nml/ncov2019-artic-nf	https://github.com/phac-nml/ncov2019-artic-nf		Bioinformatics Protocol	PH_BIOINFORMATICS_PROTOCOL		bioinformatics protocol
			GENEPIO:0001498	Lineage and Variant information																							
	Lineage and Variant information	Informations sur les lignées et les variantes	GENEPIO:0001500	lineage/clade name	lineage_clade_name	Nom de la lignée ou du clade	WhitespaceMinimizedString										The name of the lineage or clade.	Nom de la lignée ou du clade	Provide the Pangolin or Nextstrain lineage/clade name.	Fournissez le nom de la lignée ou du clade Pangolin ou Nextstrain.	B.1.1.7	B.1.1.7			PH_LINEAGE_CLADE_NAME		
	Lineage and Variant information	Informations sur les lignées et les variantes	GENEPIO:0001501	lineage/clade analysis software name	lineage_clade_analysis_software_name	Nom du logiciel d’analyse de la lignée ou du clade	WhitespaceMinimizedString										The name of the software used to determine the lineage/clade.	Nom du logiciel utilisé pour déterminer la lignée ou le clade	Provide the name of the software used to determine the lineage/clade.	Fournissez le nom du logiciel utilisé pour déterminer la lignée ou le clade.	Pangolin	Pangolin			PH_LINEAGE_CLADE_SOFTWARE		
	Lineage and Variant information	Informations sur les lignées et les variantes	GENEPIO:0001502	lineage/clade analysis software version	lineage_clade_analysis_software_version	Version du logiciel d’analyse de la lignée ou du clade	WhitespaceMinimizedString										The version of the software used to determine the lineage/clade.	Version du logiciel utilisé pour déterminer la lignée ou le clade	Provide the version of the software used ot determine the lineage/clade.	Fournissez la version du logiciel utilisé pour déterminer la lignée ou le clade.	2.1.10	2.1.10			PH_LINEAGE_CLADE_VERSION		
	Lineage and Variant information	Informations sur les lignées et les variantes	GENEPIO:0001503	variant designation	variant_designation	Désignation du variant	VariantDesignationMenu	NullValueMenu									The variant classification of the lineage/clade i.e. variant, variant of concern.	Classification des variants de la lignée ou du clade (c.-à-d. le variant, le variant préoccupant)	If the lineage/clade is considered a Variant of Concern, select Variant of Concern from the pick list. If the lineage/clade contains mutations of concern (mutations that increase transmission, clincal severity, or other epidemiological fa ctors) but it not a global Variant of Concern, select Variant. If the lineage/clade does not contain mutations of concern, leave blank.	Si la lignée ou le clade est considéré comme étant un variant préoccupant, sélectionnez l’option connexe à partir de la liste de sélection. Si la lignée ou le clade contient des mutations préoccupantes (mutations qui augmentent la transmission, la gravité clinique ou d’autres facteurs épidémiologiques), mais qu’il ne s’agit pas d’un variant préoccupant global, sélectionnez « Variante ». Si la lignée ou le clade ne contient pas de mutations préoccupantes, laissez ce champ vide.	Variant of Concern	Variant préoccupant			PH_VARIANT_DESIGNATION		
	Lineage and Variant information	Informations sur les lignées et les variantes	GENEPIO:0001504	variant evidence	variant_evidence	Données probantes du variant	VariantEvidenceMenu	NullValueMenu									The evidence used to make the variant determination.	Données probantes utilisées pour déterminer le variant	Select whether the sample was screened using RT-qPCR or by sequencing from the pick list.	Indiquez si l’échantillon a fait l’objet d’un dépistage RT-qPCR ou par séquençage à partir de la liste de sélection.	RT-qPCR	RT-qPCR			PH_VARIANT_EVIDENCE		
	Lineage and Variant information	Informations sur les lignées et les variantes	GENEPIO:0001505	variant evidence details	variant_evidence_details	Détails liés aux données probantes du variant	WhitespaceMinimizedString										Details about the evidence used to make the variant determination.	Détails sur les données probantes utilisées pour déterminer le variant	Provide the assay and list the set of lineage-defining mutations used to make the variant determination. If there are mutations of interest/concern observed in addition to lineage-defining mutations, describe those here.	Fournissez l’essai biologique et répertoriez l’ensemble des mutations définissant la lignée qui sont utilisées pour effectuer la détermination des variants. Si des mutations d’intérêt ou de préoccupation ont été observées en plus des mutations définissant la lignée, décrivez-les ici.	Lineage-defining mutations: ORF1ab (K1655N), Spike (K417N, E484K, N501Y, D614G, A701V), N (T205I), E (P71L).	Mutations définissant la lignée : ORF1ab (K1655N), Spike (K417N, E484K, N501Y, D614G, A701V), N (T205I), E (P71L).			PH_VARIANT_EVIDENCE_DETAILS		
			GENEPIO:0001506	Pathogen diagnostic testing																							
